student_id,age,gender,major,class_level,international_student,first_generation,admission_term,academic_standing,gpa_band,student_status,unresolved_hold_count,score,risk_gpa,risk_hold,risk_placement_score,risk_retake,risk_no_intervention,risk_delay,risk_status,at_risk_score,at_risk_flag,risk_category
1768,34,Non-binary,Education,Sophomore,No,No,Fall 2023,Good Standing,Low,Dropout,0.0,98.0,1,0,0,0,1,0,1,3,1,Medium Risk
1769,18,Male,Psychology,Junior,No,Yes,Spring 2023,Good Standing,Medium,Graduate,0.0,85.0,0,0,0,0,0,0,0,0,0,Low Risk
1770,32,Female,Mechanical Engineering,Junior,Yes,No,Fall 2023,Good Standing,Medium,Enrolled,0.0,73.0,0,0,0,0,1,0,1,2,1,Medium Risk
1771,19,Female,Computer Science,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate,1.0,96.0,0,1,0,1,1,1,0,4,1,High Risk
1772,31,Male,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Enrolled,0.0,79.0,0,0,0,1,1,1,1,4,1,High Risk
1773,25,Male,Mechanical Engineering,Junior,No,Yes,Spring 2023,Good Standing,Low,Dropout,0.0,82.0,1,0,0,0,1,0,1,3,1,Medium Risk
1774,25,Female,Business Administration,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout,0.0,40.0,0,0,1,0,1,0,1,3,1,Medium Risk
1775,24,Female,Biology,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled,0.0,92.0,0,0,0,0,0,0,1,1,0,Low Risk
1776,23,Female,Psychology,Junior,No,No,Spring 2024,Good Standing,Low,Dropout,0.0,69.0,1,0,0,0,0,0,1,2,1,Medium Risk
1777,23,Female,Business Administration,Junior,Yes,No,Fall 2022,Probation,Medium,Graduate,0.0,67.0,0,0,0,0,1,1,0,2,1,Medium Risk
1778,20,Male,Architecture,Senior,No,Yes,Fall 2023,Good Standing,High,Graduate,0.0,72.0,0,0,0,0,1,0,0,1,0,Low Risk
1779,24,Male,Psychology,Freshman,No,Yes,Fall 2022,Good Standing,High,Enrolled,0.0,64.0,0,0,0,0,1,0,1,2,1,Medium Risk
1780,25,Non-binary,Psychology,Senior,No,No,Spring 2024,Good Standing,Low,Enrolled,0.0,45.0,1,0,1,0,1,0,1,4,1,High Risk
1781,27,Female,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate,0.0,57.0,0,0,1,0,0,0,0,1,0,Low Risk
1782,32,Non-binary,Business Administration,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate,0.0,53.0,0,0,1,0,0,0,0,1,0,Low Risk
1783,32,Male,Business Administration,Freshman,No,No,Spring 2024,Good Standing,Low,Dropout,0.0,52.0,1,0,1,0,1,0,1,4,1,High Risk
1784,18,Male,Computer Science,Junior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled,0.0,96.0,0,0,0,0,0,0,1,1,0,Low Risk
1785,24,Non-binary,Biology,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate,0.0,76.0,0,0,0,1,1,0,0,2,1,Medium Risk
1786,21,Female,Architecture,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate,0.0,93.0,0,0,0,1,1,0,0,2,1,Medium Risk
1787,23,Female,Business Administration,Freshman,No,Yes,Fall 2023,Probation,Medium,Enrolled,0.0,82.0,0,0,0,0,1,1,1,3,1,Medium Risk
1788,18,Female,Computer Science,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Dropout,0.0,59.0,0,0,1,0,0,0,1,2,1,Medium Risk
1789,22,Female,Architecture,Freshman,No,No,Fall 2023,Good Standing,High,Graduate,0.0,90.0,0,0,0,0,1,0,0,1,0,Low Risk
1790,18,Non-binary,Nursing,Senior,Yes,Yes,Fall 2023,Warning,High,Graduate,0.0,88.0,0,0,0,0,1,0,0,1,0,Low Risk
1791,21,Non-binary,Nursing,Sophomore,No,No,Fall 2022,Probation,Medium,Graduate,0.0,66.0,0,0,0,0,1,0,0,1,0,Low Risk
1792,19,Male,Architecture,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Dropout,0.0,60.0,1,0,0,0,1,0,1,3,1,Medium Risk
1793,27,Female,Nursing,Sophomore,No,No,Fall 2023,Probation,Medium,Enrolled,0.0,54.0,0,0,1,0,1,1,1,4,1,High Risk
1794,22,Female,Education,Senior,No,No,Spring 2023,Good Standing,Low,Enrolled,0.0,67.0,1,0,0,0,1,0,1,3,1,Medium Risk
1795,27,Female,Business Administration,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate,0.0,44.0,0,0,1,1,0,0,0,2,1,Medium Risk
1796,18,Non-binary,Education,Freshman,No,No,Fall 2022,Good Standing,Low,Dropout,0.0,45.0,1,0,1,0,1,0,1,4,1,High Risk
1797,23,Female,Biology,Freshman,No,Yes,Fall 2022,Good Standing,High,Dropout,0.0,83.0,0,0,0,0,1,0,1,2,1,Medium Risk
1798,30,Non-binary,Business Administration,Sophomore,No,No,Spring 2023,Good Standing,Medium,Enrolled,0.0,,0,0,0,0,1,0,1,2,1,Medium Risk
1799,32,Female,Computer Science,Sophomore,No,No,Spring 2023,Good Standing,Medium,Enrolled,0.0,73.0,0,0,0,0,1,1,1,3,1,Medium Risk
1800,21,Female,Education,Junior,No,No,Spring 2024,Good Standing,High,Enrolled,0.0,87.0,0,0,0,0,1,0,1,2,1,Medium Risk
1801,30,Male,Education,Senior,No,Yes,Fall 2023,Good Standing,Medium,Dropout,0.0,52.0,0,0,1,0,1,0,1,3,1,Medium Risk
1802,32,Female,Biology,Senior,No,Yes,Fall 2022,Good Standing,Low,Enrolled,0.0,86.0,1,0,0,0,1,0,1,3,1,Medium Risk
1803,25,Female,Education,Sophomore,No,Yes,Fall 2022,Warning,Medium,Dropout,0.0,64.0,0,0,0,0,1,0,1,2,1,Medium Risk
1804,22,Male,Psychology,Junior,No,No,Fall 2023,Good Standing,Low,Enrolled,0.0,48.0,1,0,1,0,1,1,1,5,1,High Risk
1805,32,Non-binary,Computer Science,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Enrolled,0.0,78.0,0,0,0,0,0,1,1,2,1,Medium Risk
1806,21,Non-binary,Nursing,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate,0.0,63.0,0,0,0,0,0,0,0,0,0,Low Risk
1807,29,Female,Computer Science,Senior,No,No,Spring 2023,Good Standing,Medium,Enrolled,1.0,50.0,0,1,1,0,1,1,1,5,1,High Risk
1808,30,Non-binary,Psychology,Senior,No,No,Spring 2023,Good Standing,High,Dropout,0.0,79.0,0,0,0,0,0,0,1,1,0,Low Risk
1809,19,Female,Biology,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout,0.0,42.0,0,0,1,0,1,0,1,3,1,Medium Risk
1810,21,Male,Biology,Freshman,No,Yes,Fall 2022,Warning,Medium,Graduate,0.0,60.0,0,0,0,0,1,0,0,1,0,Low Risk
1811,21,Male,Business Administration,Senior,No,No,Fall 2023,Good Standing,Low,Dropout,0.0,97.0,1,0,0,1,1,0,1,4,1,High Risk
1812,28,Female,Computer Science,Freshman,No,No,Spring 2023,Good Standing,Medium,Enrolled,0.0,84.0,0,0,0,0,1,0,1,2,1,Medium Risk
1813,22,Male,Architecture,Freshman,No,No,Spring 2024,Good Standing,Medium,Dropout,0.0,83.0,0,0,0,0,0,0,1,1,0,Low Risk
1814,28,Male,Architecture,Freshman,No,No,Spring 2024,Good Standing,High,Enrolled,0.0,87.0,0,0,0,0,1,1,1,3,1,Medium Risk
1815,27,Female,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Enrolled,0.0,80.0,1,0,0,0,1,1,1,4,1,High Risk
1816,25,Female,Education,Freshman,No,Yes,Fall 2023,Probation,Medium,Graduate,0.0,65.0,0,0,0,0,0,0,0,0,0,Low Risk
1817,23,Male,Biology,Junior,No,No,Spring 2024,Warning,Low,Enrolled,0.0,42.0,1,0,1,0,0,0,1,3,1,Medium Risk
1818,23,Non-binary,Biology,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate,0.0,47.0,0,0,1,0,1,0,0,2,1,Medium Risk
1819,25,Non-binary,Biology,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,0.0,70.0,0,0,0,0,0,1,1,2,1,Medium Risk
1820,32,Female,Biology,Senior,No,Yes,Fall 2023,Warning,Medium,Graduate,0.0,68.0,0,0,0,0,0,1,0,1,0,Low Risk
1821,31,Female,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate,0.0,89.0,0,0,0,0,0,0,0,0,0,Low Risk
1822,28,Non-binary,Architecture,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,63.0,0,0,0,0,0,1,0,1,0,Low Risk
1823,29,Male,Nursing,Junior,No,No,Fall 2023,Probation,Medium,Enrolled,0.0,67.0,0,0,0,0,0,0,1,1,0,Low Risk
1824,30,Non-binary,Nursing,Freshman,Yes,No,Spring 2024,Good Standing,Medium,Graduate,0.0,77.0,0,0,0,0,1,0,0,1,0,Low Risk
1825,25,Non-binary,Business Administration,Senior,No,No,Spring 2024,Good Standing,Low,Dropout,1.0,61.0,1,1,0,0,0,1,1,4,1,High Risk
1826,18,Non-binary,Biology,Junior,No,Yes,Spring 2023,Good Standing,High,Enrolled,0.0,66.0,0,0,0,0,1,0,1,2,1,Medium Risk
1827,32,Non-binary,Architecture,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout,0.0,72.0,0,0,0,0,1,1,1,3,1,Medium Risk
1828,25,Female,Computer Science,Junior,No,No,Fall 2022,Good Standing,High,Enrolled,0.0,49.0,0,0,1,0,1,0,1,3,1,Medium Risk
1829,28,Female,Psychology,Freshman,No,No,Fall 2023,Good Standing,High,Dropout,0.0,48.0,0,0,1,1,0,0,1,3,1,Medium Risk
1830,29,Male,Business Administration,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Graduate,0.0,61.0,0,0,0,0,1,0,0,1,0,Low Risk
1831,29,Male,Architecture,Freshman,No,No,Fall 2023,Good Standing,High,Graduate,0.0,90.0,0,0,0,0,0,0,0,0,0,Low Risk
1832,21,Male,Computer Science,Sophomore,Yes,No,Spring 2024,Good Standing,Medium,Dropout,0.0,72.0,0,0,0,1,1,0,1,3,1,Medium Risk
1833,33,Male,Biology,Freshman,No,No,Spring 2023,Good Standing,High,Dropout,0.0,58.0,0,0,1,0,1,0,1,3,1,Medium Risk
1834,21,Non-binary,Mechanical Engineering,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,0.0,55.0,0,0,1,0,1,0,1,3,1,Medium Risk
1835,22,Female,Biology,Senior,No,Yes,Fall 2023,Probation,High,Enrolled,0.0,97.0,0,0,0,1,0,0,1,2,1,Medium Risk
1836,22,Female,Nursing,Junior,Yes,Yes,Spring 2023,Good Standing,High,Enrolled,0.0,97.0,0,0,0,0,1,0,1,2,1,Medium Risk
1837,25,Male,Psychology,Junior,No,No,Fall 2023,Good Standing,Low,Dropout,1.0,41.0,1,1,1,0,1,1,1,6,1,High Risk
1838,27,Male,Architecture,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate,0.0,97.0,0,0,0,0,1,0,0,1,0,Low Risk
1839,34,Non-binary,Architecture,Freshman,Yes,Yes,Fall 2022,Probation,Low,Enrolled,0.0,48.0,1,0,1,0,1,0,1,4,1,High Risk
1840,26,Non-binary,Education,Freshman,Yes,Yes,Spring 2024,Good Standing,High,Graduate,0.0,48.0,0,0,1,0,1,0,0,2,1,Medium Risk
1841,31,Male,Psychology,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate,0.0,55.0,0,0,1,1,1,0,0,3,1,Medium Risk
1842,25,Female,Education,Sophomore,No,No,Fall 2023,Good Standing,Medium,Dropout,0.0,80.0,0,0,0,0,0,0,1,1,0,Low Risk
1843,26,Female,Psychology,Sophomore,No,No,Fall 2023,Good Standing,High,Dropout,0.0,92.0,0,0,0,1,0,0,1,2,1,Medium Risk
1844,28,Female,Nursing,Senior,Yes,Yes,Spring 2023,Probation,Medium,Enrolled,1.0,98.0,0,1,0,0,1,1,1,4,1,High Risk
1845,18,Male,Education,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate,0.0,50.0,0,0,1,0,1,0,0,2,1,Medium Risk
1846,31,Female,Computer Science,Junior,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,1.0,49.0,0,1,1,0,1,1,1,5,1,High Risk
1847,22,Non-binary,Education,Junior,No,Yes,Spring 2024,Probation,Medium,Dropout,0.0,73.0,0,0,0,0,0,0,1,1,0,Low Risk
1848,31,Non-binary,Business Administration,Senior,Yes,No,Spring 2024,Warning,Medium,Graduate,0.0,64.0,0,0,0,0,1,0,0,1,0,Low Risk
1849,21,Male,Computer Science,Junior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled,0.0,75.0,0,0,0,0,0,0,1,1,0,Low Risk
1850,18,Non-binary,Business Administration,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate,0.0,53.0,0,0,1,1,1,0,0,3,1,Medium Risk
1851,25,Male,Biology,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled,0.0,60.0,1,0,0,0,1,1,1,4,1,High Risk
1852,32,Female,Psychology,Junior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled,0.0,73.0,0,0,0,0,0,0,1,1,0,Low Risk
1853,32,Female,Computer Science,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,43.0,0,0,1,1,0,0,0,2,1,Medium Risk
1854,26,Female,Psychology,Sophomore,No,Yes,Spring 2023,Probation,Medium,Graduate,0.0,59.0,0,0,1,0,1,1,0,3,1,Medium Risk
1855,26,Non-binary,Biology,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,99.0,0,0,0,0,1,0,0,1,0,Low Risk
1856,27,Male,Mechanical Engineering,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Enrolled,0.0,98.0,0,0,0,0,0,1,1,2,1,Medium Risk
1857,26,Female,Architecture,Junior,No,No,Spring 2023,Good Standing,High,Graduate,0.0,70.0,0,0,0,0,1,0,0,1,0,Low Risk
1858,20,Male,Psychology,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout,0.0,81.0,0,0,0,0,1,0,1,2,1,Medium Risk
1859,28,Female,Biology,Senior,No,No,Fall 2022,Probation,Medium,Graduate,0.0,46.0,0,0,1,0,1,0,0,2,1,Medium Risk
1860,23,Non-binary,Psychology,Freshman,No,No,Fall 2022,Good Standing,Medium,Enrolled,0.0,45.0,0,0,1,0,1,1,1,4,1,High Risk
1861,19,Non-binary,Biology,Freshman,Yes,Yes,Fall 2023,Good Standing,Medium,Dropout,1.0,92.0,0,1,0,0,1,1,1,4,1,High Risk
1862,24,Male,Business Administration,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout,0.0,44.0,0,0,1,0,1,1,1,4,1,High Risk
1863,19,Non-binary,Biology,Junior,Yes,No,Fall 2023,Warning,Low,Dropout,0.0,86.0,1,0,0,0,1,1,1,4,1,High Risk
1864,34,Non-binary,Education,Senior,No,No,Spring 2024,Good Standing,Medium,Enrolled,0.0,98.0,0,0,0,0,1,0,1,2,1,Medium Risk
1865,28,Male,Mechanical Engineering,Sophomore,Yes,Yes,Fall 2023,Probation,Medium,Enrolled,0.0,70.0,0,0,0,1,1,0,1,3,1,Medium Risk
1866,29,Female,Psychology,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Enrolled,0.0,69.0,0,0,0,0,1,0,1,2,1,Medium Risk
1867,24,Non-binary,Biology,Junior,Yes,Yes,Spring 2024,Good Standing,High,Enrolled,0.0,95.0,0,0,0,0,0,0,1,1,0,Low Risk
1868,23,Male,Biology,Sophomore,No,Yes,Fall 2022,Good Standing,Low,Dropout,0.0,85.0,1,0,0,0,1,0,1,3,1,Medium Risk
1869,18,Non-binary,Psychology,Freshman,No,No,Spring 2024,Good Standing,Medium,Enrolled,0.0,56.0,0,0,1,0,1,0,1,3,1,Medium Risk
1870,34,Non-binary,Architecture,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate,0.0,61.0,0,0,0,0,1,0,0,1,0,Low Risk
1871,28,Non-binary,Mechanical Engineering,Freshman,No,No,Fall 2023,Probation,Medium,Graduate,0.0,44.0,0,0,1,1,1,0,0,3,1,Medium Risk
1872,34,Non-binary,Mechanical Engineering,Sophomore,No,No,Fall 2023,Good Standing,High,Dropout,0.0,51.0,0,0,1,1,0,0,1,3,1,Medium Risk
1873,24,Male,Biology,Sophomore,No,No,Fall 2023,Good Standing,Low,Enrolled,0.0,96.0,1,0,0,0,1,0,1,3,1,Medium Risk
1874,34,Male,Computer Science,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate,0.0,64.0,0,0,0,0,1,1,0,2,1,Medium Risk
1875,26,Male,Business Administration,Senior,No,Yes,Fall 2023,Good Standing,Medium,Dropout,1.0,79.0,0,1,0,0,1,1,1,4,1,High Risk
1876,34,Non-binary,Mechanical Engineering,Freshman,No,Yes,Fall 2022,Good Standing,High,Enrolled,0.0,82.0,0,0,0,0,1,0,1,2,1,Medium Risk
1877,25,Non-binary,Mechanical Engineering,Junior,No,No,Fall 2023,Good Standing,Medium,Enrolled,1.0,51.0,0,1,1,0,1,1,1,5,1,High Risk
1878,34,Non-binary,Nursing,Senior,No,Yes,Fall 2022,Good Standing,High,Graduate,0.0,71.0,0,0,0,0,1,0,0,1,0,Low Risk
1879,24,Male,Education,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Enrolled,0.0,43.0,0,0,1,1,1,0,1,4,1,High Risk
1880,18,Non-binary,Mechanical Engineering,Senior,No,Yes,Spring 2023,Good Standing,Medium,Graduate,0.0,79.0,0,0,0,0,0,0,0,0,0,Low Risk
1881,30,Female,Business Administration,Senior,No,Yes,Fall 2022,Good Standing,High,Enrolled,0.0,44.0,0,0,1,0,0,0,1,2,1,Medium Risk
1882,34,Non-binary,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,45.0,0,0,1,0,1,0,0,2,1,Medium Risk
1883,30,Female,Education,Senior,No,No,Spring 2023,Probation,Medium,Enrolled,0.0,64.0,0,0,0,0,1,0,1,2,1,Medium Risk
1884,33,Non-binary,Psychology,Senior,No,Yes,Fall 2022,Good Standing,Low,Dropout,1.0,42.0,1,1,1,0,1,1,1,6,1,High Risk
1885,25,Male,Psychology,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,0.0,98.0,0,0,0,0,1,0,1,2,1,Medium Risk
1886,18,Non-binary,Psychology,Senior,Yes,No,Spring 2024,Good Standing,Medium,Graduate,0.0,84.0,0,0,0,0,1,0,0,1,0,Low Risk
1887,31,Female,Psychology,Sophomore,Yes,Yes,Fall 2023,Good Standing,Medium,Dropout,1.0,54.0,0,1,1,1,1,1,1,6,1,High Risk
1888,32,Female,Nursing,Senior,No,No,Fall 2022,Good Standing,Low,Enrolled,0.0,93.0,1,0,0,0,1,0,1,3,1,Medium Risk
1889,19,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2022,Warning,Medium,Graduate,0.0,78.0,0,0,0,0,0,0,0,0,0,Low Risk
1890,34,Female,Psychology,Junior,No,Yes,Spring 2024,Good Standing,Medium,Graduate,1.0,65.0,0,1,0,1,1,1,0,4,1,High Risk
1891,23,Female,Biology,Senior,No,No,Fall 2023,Good Standing,High,Enrolled,0.0,74.0,0,0,0,0,1,0,1,2,1,Medium Risk
1892,21,Male,Computer Science,Sophomore,No,No,Spring 2023,Good Standing,Medium,Enrolled,0.0,57.0,0,0,1,1,1,1,1,5,1,High Risk
1893,18,Non-binary,Psychology,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Enrolled,0.0,57.0,1,0,1,0,0,0,1,3,1,Medium Risk
1894,25,Non-binary,Mechanical Engineering,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Enrolled,0.0,80.0,0,0,0,0,1,0,1,2,1,Medium Risk
1895,24,Non-binary,Psychology,Freshman,No,No,Spring 2024,Good Standing,High,Graduate,0.0,75.0,0,0,0,0,0,1,0,1,0,Low Risk
1896,20,Female,Nursing,Junior,No,Yes,Fall 2023,Warning,Medium,Dropout,0.0,,0,0,0,0,1,1,1,3,1,Medium Risk
1897,27,Non-binary,Business Administration,Sophomore,No,No,Spring 2024,Good Standing,High,Graduate,0.0,55.0,0,0,1,1,1,0,0,3,1,Medium Risk
1898,27,Non-binary,Business Administration,Sophomore,No,No,Spring 2023,Good Standing,Low,Dropout,0.0,95.0,1,0,0,1,0,1,1,4,1,High Risk
1899,31,Male,Mechanical Engineering,Sophomore,No,Yes,Fall 2022,Probation,Medium,Enrolled,0.0,44.0,0,0,1,0,1,0,1,3,1,Medium Risk
1900,19,Male,Biology,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate,0.0,61.0,0,0,0,0,1,0,0,1,0,Low Risk
1901,18,Male,Business Administration,Sophomore,No,No,Spring 2024,Warning,Medium,Graduate,0.0,62.0,0,0,0,0,1,0,0,1,0,Low Risk
1902,24,Female,Architecture,Freshman,No,No,Spring 2024,Good Standing,Low,Dropout,0.0,97.0,1,0,0,1,1,1,1,5,1,High Risk
1903,25,Non-binary,Business Administration,Junior,No,No,Fall 2023,Good Standing,Low,Enrolled,1.0,90.0,1,1,0,0,1,1,1,5,1,High Risk
1904,18,Male,Computer Science,Freshman,No,No,Fall 2023,Probation,High,Graduate,0.0,70.0,0,0,0,1,0,0,0,1,0,Low Risk
1905,20,Male,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,Low,Dropout,0.0,70.0,1,0,0,0,1,0,1,3,1,Medium Risk
1906,25,Male,Biology,Junior,No,Yes,Fall 2022,Good Standing,Low,Dropout,0.0,78.0,1,0,0,0,1,1,1,4,1,High Risk
1907,32,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,Medium,Enrolled,0.0,93.0,0,0,0,1,1,0,1,3,1,Medium Risk
1908,22,Non-binary,Business Administration,Senior,Yes,No,Spring 2024,Good Standing,Low,Enrolled,0.0,52.0,1,0,1,0,1,0,1,4,1,High Risk
1909,20,Non-binary,Business Administration,Freshman,No,No,Spring 2023,Probation,Medium,Enrolled,0.0,55.0,0,0,1,0,1,0,1,3,1,Medium Risk
1910,18,Female,Business Administration,Senior,No,No,Spring 2023,Warning,Medium,Graduate,1.0,69.0,0,1,0,0,0,1,0,2,1,Medium Risk
1911,32,Female,Education,Sophomore,No,No,Spring 2024,Probation,High,Graduate,0.0,56.0,0,0,1,0,1,0,0,2,1,Medium Risk
1912,25,Male,Nursing,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate,1.0,76.0,0,1,0,0,1,1,0,3,1,Medium Risk
1913,19,Non-binary,Psychology,Freshman,No,Yes,Spring 2023,Good Standing,High,Graduate,0.0,74.0,0,0,0,0,1,0,0,1,0,Low Risk
1914,20,Male,Architecture,Sophomore,No,No,Fall 2023,Good Standing,Low,Enrolled,0.0,67.0,1,0,0,0,1,0,1,3,1,Medium Risk
1915,31,Non-binary,Nursing,Senior,Yes,Yes,Fall 2022,Warning,Low,Enrolled,0.0,62.0,1,0,0,0,1,0,1,3,1,Medium Risk
1916,31,Non-binary,Mechanical Engineering,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Graduate,0.0,50.0,0,0,1,0,0,0,0,1,0,Low Risk
1917,28,Non-binary,Architecture,Senior,No,No,Fall 2023,Good Standing,Medium,Enrolled,0.0,46.0,0,0,1,0,1,1,1,4,1,High Risk
1918,33,Female,Computer Science,Freshman,No,Yes,Fall 2022,Probation,Medium,Graduate,0.0,89.0,0,0,0,0,1,0,0,1,0,Low Risk
1919,21,Female,Psychology,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,69.0,0,0,0,0,1,0,0,1,0,Low Risk
1920,22,Non-binary,Computer Science,Junior,No,No,Fall 2023,Good Standing,Medium,Enrolled,0.0,63.0,0,0,0,0,1,0,1,2,1,Medium Risk
1921,31,Male,Biology,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Enrolled,0.0,87.0,0,0,0,0,0,0,1,1,0,Low Risk
1922,33,Non-binary,Education,Sophomore,No,No,Fall 2023,Good Standing,High,Enrolled,0.0,57.0,0,0,1,0,0,0,1,2,1,Medium Risk
1923,24,Non-binary,Mechanical Engineering,Sophomore,No,No,Spring 2023,Good Standing,High,Graduate,0.0,94.0,0,0,0,0,1,0,0,1,0,Low Risk
1924,27,Male,Education,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate,0.0,48.0,0,0,1,1,1,1,0,4,1,High Risk
1925,24,Non-binary,Mechanical Engineering,Freshman,No,No,Fall 2023,Good Standing,Medium,Dropout,0.0,89.0,0,0,0,1,0,0,1,2,1,Medium Risk
1926,18,Male,Computer Science,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout,0.0,40.0,1,0,1,0,1,0,1,4,1,High Risk
1927,33,Female,Computer Science,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Dropout,0.0,70.0,0,0,0,0,0,1,1,2,1,Medium Risk
1928,21,Female,Computer Science,Freshman,No,Yes,Fall 2022,Good Standing,High,Enrolled,0.0,58.0,0,0,1,0,1,1,1,4,1,High Risk
1929,19,Male,Mechanical Engineering,Senior,No,No,Spring 2023,Good Standing,Medium,Enrolled,0.0,62.0,0,0,0,0,1,0,1,2,1,Medium Risk
1930,18,Female,Business Administration,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,62.0,0,0,0,0,1,0,0,1,0,Low Risk
1931,32,Female,Computer Science,Freshman,Yes,Yes,Fall 2023,Good Standing,Medium,Graduate,0.0,76.0,0,0,0,0,1,0,0,1,0,Low Risk
1932,22,Male,Education,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,67.0,0,0,0,1,1,0,0,2,1,Medium Risk
1933,28,Female,Biology,Junior,No,No,Spring 2023,Good Standing,Medium,Dropout,1.0,64.0,0,1,0,0,0,1,1,3,1,Medium Risk
1934,27,Non-binary,Psychology,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate,0.0,94.0,0,0,0,0,1,1,0,2,1,Medium Risk
1935,19,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,High,Graduate,0.0,77.0,0,0,0,0,0,0,0,0,0,Low Risk
1936,20,Male,Architecture,Freshman,Yes,No,Fall 2023,Good Standing,Medium,Enrolled,0.0,62.0,0,0,0,0,1,1,1,3,1,Medium Risk
1937,29,Female,Education,Junior,Yes,No,Fall 2022,Good Standing,High,Graduate,0.0,41.0,0,0,1,0,1,1,0,3,1,Medium Risk
1938,22,Non-binary,Nursing,Freshman,No,No,Spring 2023,Good Standing,High,Graduate,0.0,88.0,0,0,0,1,0,0,0,1,0,Low Risk
1939,22,Non-binary,Biology,Freshman,No,No,Spring 2023,Probation,High,Graduate,0.0,60.0,0,0,0,0,0,1,0,1,0,Low Risk
1940,23,Female,Nursing,Sophomore,No,No,Fall 2022,Probation,High,Enrolled,0.0,96.0,0,0,0,1,1,1,1,4,1,High Risk
1941,26,Female,Psychology,Freshman,No,No,Fall 2023,Good Standing,Low,Enrolled,0.0,48.0,1,0,1,0,1,1,1,5,1,High Risk
1942,19,Non-binary,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate,0.0,90.0,0,0,0,0,1,1,0,2,1,Medium Risk
1943,29,Non-binary,Computer Science,Junior,Yes,Yes,Spring 2023,Probation,High,Graduate,0.0,64.0,0,0,0,1,0,1,0,2,1,Medium Risk
1944,20,Male,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,Low,Dropout,0.0,67.0,1,0,0,0,1,0,1,3,1,Medium Risk
