hold_id,student_id,hold_type,hold_created_date,hold_removed_date,status,days_to_resolve
8420,1715,Academic Advising,2023-10-06,2023-10-13,Resolved,7.0
8421,1716,Financial,2023-10-10,2023-10-16,Resolved,6.0
8422,1718,Academic Advising,2023-10-12,2023-10-29,Resolved,17.0
8423,1718,Immunization,2023-09-28,,Active,
8424,1719,Disciplinary,2023-09-21,2023-10-18,Resolved,27.0
8425,1719,Academic Advising,2023-10-21,2023-11-06,Resolved,16.0
8426,1720,Disciplinary,2023-09-30,2023-10-05,Resolved,5.0
8427,1725,Immunization,2023-10-11,2023-10-16,Resolved,5.0
8428,1725,Transcript,2023-10-12,,Active,
8429,1731,Immunization,2023-09-29,2023-10-08,Resolved,9.0
8430,1731,Disciplinary,2023-10-27,2023-11-07,Resolved,11.0
8431,1733,Financial,2023-10-19,2023-11-16,Resolved,28.0
8432,1733,Immunization,2023-09-21,2023-09-27,Resolved,6.0
8433,1734,Immunization,2023-09-14,2023-09-17,Resolved,3.0
8434,1734,Academic Advising,2023-10-23,,Active,
8435,1740,Transcript,2023-09-22,2023-10-13,Resolved,21.0
8436,1741,Disciplinary,2023-09-11,2023-09-23,Resolved,12.0
8437,1741,Financial,2023-09-22,2023-10-13,Resolved,21.0
8438,1742,Transcript,2023-09-07,2023-09-24,Resolved,17.0
8439,1743,Academic Advising,2023-10-08,2023-11-04,Resolved,27.0
8440,1747,Immunization,2023-10-16,2023-11-10,Resolved,25.0
8441,1752,Immunization,2023-10-04,,Active,
8442,1758,Academic Advising,2023-10-12,2023-10-24,Resolved,12.0
8443,1759,Academic Advising,2023-09-29,2023-10-10,Resolved,11.0
8444,1762,Transcript,2023-09-10,2023-10-09,Resolved,29.0
8445,1763,Immunization,2023-09-23,2023-10-14,Resolved,21.0
8446,1766,Immunization,2023-10-05,2023-11-01,Resolved,27.0
8447,1767,Academic Advising,2023-09-02,2023-09-21,Resolved,19.0
8448,1767,Transcript,2023-10-18,2023-10-24,Resolved,6.0
8449,1771,Financial,2023-09-15,,Active,
8450,1772,Transcript,2023-09-24,2023-10-19,Resolved,25.0
8451,1772,Disciplinary,2023-09-29,2023-10-17,Resolved,18.0
8452,1777,Academic Advising,2023-09-02,2023-09-18,Resolved,16.0
8453,1777,Disciplinary,2023-09-06,2023-09-15,Resolved,9.0
8454,1778,Academic Advising,2023-10-09,2023-10-14,Resolved,5.0
8455,1778,Academic Advising,2023-10-25,2023-11-02,Resolved,8.0
8456,1784,Transcript,2023-09-01,2023-09-11,Resolved,10.0
8457,1787,Immunization,2023-09-23,2023-10-13,Resolved,20.0
8458,1791,Disciplinary,2023-10-20,2023-10-30,Resolved,10.0
8459,1793,Financial,2023-10-19,2023-11-07,Resolved,19.0
8460,1799,Financial,2023-10-20,2023-11-05,Resolved,16.0
8461,1799,Financial,2023-10-14,2023-11-09,Resolved,26.0
8462,1800,Disciplinary,2023-09-28,2023-10-10,Resolved,12.0
8463,1800,Transcript,2023-09-26,2023-09-30,Resolved,4.0
8464,1801,Immunization,2023-09-16,2023-09-18,Resolved,2.0
8465,1801,Transcript,2023-10-19,2023-10-31,Resolved,12.0
8466,1804,Disciplinary,2023-10-07,2023-10-30,Resolved,23.0
8467,1805,Academic Advising,2023-09-18,2023-10-04,Resolved,16.0
8468,1807,Disciplinary,2023-10-04,,Active,
8469,1814,Financial,2023-10-27,2023-11-23,Resolved,27.0
8470,1815,Academic Advising,2023-09-18,2023-10-07,Resolved,19.0
8471,1815,Transcript,2023-10-11,2023-10-23,Resolved,12.0
8472,1819,Immunization,2023-10-10,2023-11-01,Resolved,22.0
8473,1819,Academic Advising,2023-09-28,2023-10-16,Resolved,18.0
8474,1820,Immunization,2023-09-21,2023-10-17,Resolved,26.0
8475,1822,Transcript,2023-10-06,2023-10-09,Resolved,3.0
8476,1822,Transcript,2023-10-27,2023-11-22,Resolved,26.0
8477,1825,Financial,2023-10-21,,Active,
8478,1827,Financial,2023-10-09,2023-11-03,Resolved,25.0
8479,1827,Academic Advising,2023-09-18,2023-10-01,Resolved,13.0
8480,1829,Financial,2023-10-28,2023-11-12,Resolved,15.0
8481,1829,Financial,2023-10-03,2023-10-06,Resolved,3.0
8482,1830,Financial,2023-09-19,2023-10-04,Resolved,15.0
8483,1833,Academic Advising,2023-09-01,2023-09-04,Resolved,3.0
8484,1833,Academic Advising,2023-09-25,2023-09-26,Resolved,1.0
8485,1837,Academic Advising,2023-10-03,,Active,
8486,1840,Disciplinary,2023-09-17,2023-09-30,Resolved,13.0
8487,1841,Academic Advising,2023-10-30,2023-11-05,Resolved,6.0
8488,1844,Academic Advising,2023-09-14,,Active,
8489,1845,Immunization,2023-09-05,2023-09-09,Resolved,4.0
8490,1846,Disciplinary,2023-10-26,,Active,
8491,1851,Disciplinary,2023-10-14,2023-11-08,Resolved,25.0
8492,1854,Academic Advising,2023-10-04,2023-10-11,Resolved,7.0
8493,1854,Transcript,2023-10-14,2023-11-11,Resolved,28.0
8494,1856,Transcript,2023-10-09,2023-10-29,Resolved,20.0
8495,1856,Disciplinary,2023-09-08,2023-09-22,Resolved,14.0
8496,1857,Immunization,2023-09-02,2023-09-12,Resolved,10.0
8497,1857,Immunization,2023-10-26,2023-11-07,Resolved,12.0
8498,1860,Immunization,2023-10-30,2023-11-15,Resolved,16.0
8499,1860,Academic Advising,2023-09-15,2023-10-08,Resolved,23.0
8500,1861,Financial,2023-09-02,,Active,
8501,1861,Academic Advising,2023-10-19,2023-11-07,Resolved,19.0
8502,1862,Transcript,2023-09-28,2023-10-16,Resolved,18.0
8503,1863,Financial,2023-10-26,2023-11-18,Resolved,23.0
8504,1863,Academic Advising,2023-10-20,2023-11-11,Resolved,22.0
8505,1871,Transcript,2023-09-21,2023-09-30,Resolved,9.0
8506,1873,Financial,2023-09-20,2023-09-28,Resolved,8.0
8507,1874,Disciplinary,2023-09-09,2023-09-27,Resolved,18.0
8508,1875,Transcript,2023-10-05,,Active,
8509,1876,Academic Advising,2023-09-19,2023-09-28,Resolved,9.0
8510,1877,Academic Advising,2023-09-22,2023-10-08,Resolved,16.0
8511,1877,Immunization,2023-10-30,,Active,
8512,1880,Disciplinary,2023-09-26,2023-09-30,Resolved,4.0
8513,1884,Immunization,2023-10-28,2023-11-04,Resolved,7.0
8514,1884,Transcript,2023-10-05,,Active,
8515,1887,Academic Advising,2023-09-20,2023-10-05,Resolved,15.0
8516,1887,Transcript,2023-09-12,,Active,
8517,1888,Financial,2023-09-18,2023-09-26,Resolved,8.0
8518,1890,Disciplinary,2023-10-26,,Active,
8519,1890,Financial,2023-09-30,2023-10-20,Resolved,20.0
8520,1891,Disciplinary,2023-10-29,2023-11-08,Resolved,10.0
8521,1891,Financial,2023-09-24,2023-09-28,Resolved,4.0
8522,1892,Academic Advising,2023-09-28,2023-10-10,Resolved,12.0
8523,1892,Transcript,2023-10-17,2023-11-04,Resolved,18.0
8524,1893,Academic Advising,2023-09-26,2023-10-10,Resolved,14.0
8525,1894,Immunization,2023-09-07,2023-09-18,Resolved,11.0
8526,1894,Disciplinary,2023-10-13,2023-10-20,Resolved,7.0
8527,1895,Transcript,2023-09-20,2023-10-16,Resolved,26.0
8528,1896,Immunization,2023-09-24,2023-09-25,Resolved,1.0
8529,1896,Academic Advising,2023-10-23,2023-11-20,Resolved,28.0
8530,1897,Academic Advising,2023-09-26,2023-09-30,Resolved,4.0
8531,1897,Disciplinary,2023-10-26,2023-10-28,Resolved,2.0
8532,1898,Academic Advising,2023-10-20,2023-11-13,Resolved,24.0
8533,1898,Transcript,2023-10-16,2023-10-19,Resolved,3.0
8534,1900,Academic Advising,2023-10-24,2023-11-03,Resolved,10.0
8535,1902,Academic Advising,2023-10-01,2023-10-21,Resolved,20.0
8536,1902,Immunization,2023-10-20,2023-11-03,Resolved,14.0
8537,1903,Transcript,2023-09-13,,Active,
8538,1903,Disciplinary,2023-10-29,2023-11-05,Resolved,7.0
8539,1905,Academic Advising,2023-09-20,2023-09-30,Resolved,10.0
8540,1906,Immunization,2023-09-29,2023-10-28,Resolved,29.0
8541,1906,Disciplinary,2023-10-24,2023-10-26,Resolved,2.0
8542,1910,Transcript,2023-10-10,2023-10-28,Resolved,18.0
8543,1910,Financial,2023-10-04,,Active,
8544,1912,Disciplinary,2023-09-26,,Active,
8545,1912,Financial,2023-09-02,2023-09-09,Resolved,7.0
8546,1913,Immunization,2023-09-04,2023-09-13,Resolved,9.0
8547,1917,Transcript,2023-09-03,2023-09-26,Resolved,23.0
8548,1922,Academic Advising,2023-09-28,2023-10-10,Resolved,12.0
8549,1922,Academic Advising,2023-09-02,2023-09-16,Resolved,14.0
8550,1924,Transcript,2023-10-26,2023-11-19,Resolved,24.0
8551,1924,Transcript,2023-09-07,2023-09-20,Resolved,13.0
8552,1927,Disciplinary,2023-09-08,2023-09-26,Resolved,18.0
8553,1928,Financial,2023-09-10,2023-09-27,Resolved,17.0
8554,1929,Financial,2023-10-05,2023-10-06,Resolved,1.0
8555,1930,Immunization,2023-09-08,2023-09-19,Resolved,11.0
8556,1933,Transcript,2023-09-28,,Active,
8557,1933,Academic Advising,2023-10-13,2023-11-02,Resolved,20.0
8558,1934,Financial,2023-10-12,2023-10-17,Resolved,5.0
8559,1934,Immunization,2023-09-09,2023-09-29,Resolved,20.0
8560,1936,Financial,2023-09-02,2023-09-25,Resolved,23.0
8561,1936,Immunization,2023-09-17,2023-10-12,Resolved,25.0
8562,1937,Transcript,2023-09-27,2023-10-17,Resolved,20.0
8563,1939,Transcript,2023-09-28,2023-10-16,Resolved,18.0
8564,1940,Disciplinary,2023-10-23,2023-11-16,Resolved,24.0
8565,1940,Academic Advising,2023-10-28,2023-11-19,Resolved,22.0
8566,1941,Transcript,2023-09-30,2023-10-28,Resolved,28.0
8567,1941,Immunization,2023-10-07,2023-10-27,Resolved,20.0
8568,1942,Disciplinary,2023-09-16,2023-10-13,Resolved,27.0
8569,1943,Academic Advising,2023-09-01,2023-09-26,Resolved,25.0
8570,1945,Immunization,2023-10-22,2023-10-28,Resolved,6.0
8571,1946,Transcript,2023-10-09,2023-11-01,Resolved,23.0
8572,1947,Financial,2023-09-11,2023-10-07,Resolved,26.0
8573,1949,Immunization,2023-10-18,2023-10-24,Resolved,6.0
8574,1951,Transcript,2023-10-09,,Active,
8575,1952,Immunization,2023-09-22,2023-10-08,Resolved,16.0
8576,1954,Academic Advising,2023-10-03,2023-10-11,Resolved,8.0
8577,1954,Immunization,2023-09-30,,Active,
8578,1958,Immunization,2023-09-02,2023-09-14,Resolved,12.0
8579,1958,Immunization,2023-09-24,2023-10-12,Resolved,18.0
8580,1959,Financial,2023-10-17,2023-11-03,Resolved,17.0
8581,1959,Academic Advising,2023-10-01,,Active,
8582,1960,Financial,2023-10-28,2023-11-02,Resolved,5.0
8583,1960,Immunization,2023-09-29,2023-10-03,Resolved,4.0
8584,1963,Academic Advising,2023-10-06,2023-10-29,Resolved,23.0
8585,1963,Immunization,2023-10-27,2023-11-12,Resolved,16.0
8586,1964,Immunization,2023-10-11,2023-10-12,Resolved,1.0
8587,1967,Transcript,2023-09-24,2023-09-26,Resolved,2.0
8588,1967,Transcript,2023-09-16,,Active,
8589,1970,Disciplinary,2023-09-18,2023-10-17,Resolved,29.0
8590,1970,Immunization,2023-10-13,2023-10-27,Resolved,14.0
8591,1973,Academic Advising,2023-10-05,,Active,
8592,1973,Financial,2023-10-07,2023-10-21,Resolved,14.0
8593,1974,Transcript,2023-09-21,2023-10-09,Resolved,18.0
8594,1977,Immunization,2023-09-24,,Active,
8595,1978,Immunization,2023-10-20,2023-10-22,Resolved,2.0
8596,1991,Disciplinary,2023-10-17,2023-10-25,Resolved,8.0
8597,1991,Disciplinary,2023-09-05,,Active,
8598,1992,Transcript,2023-10-22,,Active,
8599,1994,Financial,2023-09-04,2023-09-12,Resolved,8.0
8600,1994,Immunization,2023-10-24,2023-10-25,Resolved,1.0
8601,1996,Immunization,2023-10-25,2023-11-07,Resolved,13.0
8602,1998,Disciplinary,2023-10-22,2023-11-01,Resolved,10.0
8603,1998,Disciplinary,2023-09-25,2023-10-07,Resolved,12.0
8604,2005,Academic Advising,2023-10-05,2023-11-03,Resolved,29.0
8605,2007,Academic Advising,2023-09-21,2023-10-10,Resolved,19.0
8606,2009,Transcript,2023-09-20,2023-10-12,Resolved,22.0
8607,2009,Academic Advising,2023-09-23,2023-10-16,Resolved,23.0
8608,2014,Immunization,2023-09-08,2023-09-27,Resolved,19.0
8609,2015,Transcript,2023-10-12,2023-11-03,Resolved,22.0
8610,2016,Transcript,2023-10-24,2023-11-05,Resolved,12.0
8611,2016,Disciplinary,2023-10-23,2023-11-13,Resolved,21.0
8612,2019,Financial,2023-10-24,2023-11-03,Resolved,10.0
8613,2021,Disciplinary,2023-09-11,2023-09-21,Resolved,10.0
8614,2021,Financial,2023-10-10,2023-11-02,Resolved,23.0
8615,2022,Financial,2023-09-12,2023-09-19,Resolved,7.0
8616,2027,Immunization,2023-10-10,2023-11-08,Resolved,29.0
8617,2030,Financial,2023-10-21,2023-11-16,Resolved,26.0
8618,2032,Financial,2023-10-30,2023-11-05,Resolved,6.0
8619,2032,Disciplinary,2023-09-19,2023-10-10,Resolved,21.0
8620,2038,Transcript,2023-10-09,2023-10-18,Resolved,9.0
8621,2038,Transcript,2023-10-27,2023-11-11,Resolved,15.0
8622,2041,Transcript,2023-10-26,2023-11-16,Resolved,21.0
8623,2043,Transcript,2023-09-26,2023-10-11,Resolved,15.0
8624,2043,Disciplinary,2023-09-12,2023-09-16,Resolved,4.0
8625,2044,Disciplinary,2023-09-27,,Active,
8626,2045,Financial,2023-09-13,,Active,
8627,2048,Transcript,2023-09-02,2023-09-08,Resolved,6.0
8628,2050,Immunization,2023-10-20,2023-11-13,Resolved,24.0
8629,2052,Academic Advising,2023-10-18,2023-11-04,Resolved,17.0
8630,2055,Financial,2023-10-12,2023-11-07,Resolved,26.0
8631,2055,Immunization,2023-09-14,,Active,
8632,2056,Transcript,2023-10-28,2023-10-29,Resolved,1.0
8633,2058,Academic Advising,2023-10-09,2023-10-22,Resolved,13.0
8634,2059,Disciplinary,2023-09-04,2023-09-09,Resolved,5.0
8635,2066,Transcript,2023-10-22,2023-11-03,Resolved,12.0
8636,2066,Disciplinary,2023-09-04,2023-09-24,Resolved,20.0
8637,2067,Academic Advising,2023-09-20,2023-09-21,Resolved,1.0
8638,2072,Immunization,2023-09-29,2023-10-28,Resolved,29.0
8639,2077,Transcript,2023-09-30,2023-10-06,Resolved,6.0
8640,2078,Disciplinary,2023-09-10,2023-09-16,Resolved,6.0
8641,2081,Transcript,2023-09-07,2023-09-23,Resolved,16.0
8642,2081,Financial,2023-09-09,2023-10-05,Resolved,26.0
8643,2082,Transcript,2023-10-17,2023-10-26,Resolved,9.0
8644,2083,Transcript,2023-10-22,2023-11-19,Resolved,28.0
8645,2084,Financial,2023-10-28,2023-10-29,Resolved,1.0
8646,2084,Disciplinary,2023-09-21,2023-10-18,Resolved,27.0
8647,2087,Financial,2023-10-21,2023-11-06,Resolved,16.0
8648,2090,Transcript,2023-10-14,2023-11-12,Resolved,29.0
8649,2096,Academic Advising,2023-10-07,2023-11-01,Resolved,25.0
8650,2097,Academic Advising,2023-09-12,2023-10-01,Resolved,19.0
8651,2098,Disciplinary,2023-10-25,2023-11-19,Resolved,25.0
8652,2099,Immunization,2023-10-26,2023-11-24,Resolved,29.0
8653,2100,Disciplinary,2023-09-20,2023-10-05,Resolved,15.0
8654,2100,Transcript,2023-10-22,2023-10-29,Resolved,7.0
8655,2103,Academic Advising,2023-10-23,2023-11-13,Resolved,21.0
8656,2103,Transcript,2023-09-11,,Active,
8657,2104,Transcript,2023-09-26,,Active,
8658,2104,Immunization,2023-10-23,2023-11-10,Resolved,18.0
8659,2107,Immunization,2023-09-20,2023-10-02,Resolved,12.0
8660,2107,Financial,2023-09-03,2023-09-23,Resolved,20.0
8661,2108,Transcript,2023-10-24,2023-11-17,Resolved,24.0
8662,2108,Transcript,2023-10-24,2023-11-03,Resolved,10.0
8663,2111,Financial,2023-09-14,,Active,
8664,2117,Transcript,2023-10-17,,Active,
8665,2117,Transcript,2023-10-29,2023-10-31,Resolved,2.0
8666,2119,Academic Advising,2023-09-18,,Active,
8667,2119,Academic Advising,2023-09-18,2023-09-26,Resolved,8.0
8668,2123,Academic Advising,2023-09-20,2023-09-24,Resolved,4.0
8669,2124,Academic Advising,2023-10-29,2023-11-01,Resolved,3.0
8670,2124,Disciplinary,2023-10-06,2023-10-29,Resolved,23.0
8671,2128,Transcript,2023-10-09,2023-10-22,Resolved,13.0
8672,2128,Immunization,2023-09-13,2023-09-14,Resolved,1.0
8673,2131,Immunization,2023-09-28,2023-10-17,Resolved,19.0
8674,2132,Academic Advising,2023-09-13,2023-10-12,Resolved,29.0
8675,2143,Academic Advising,2023-09-06,2023-09-10,Resolved,4.0
8676,2145,Transcript,2023-09-11,2023-10-05,Resolved,24.0
8677,2145,Disciplinary,2023-09-19,2023-09-21,Resolved,2.0
8678,2147,Transcript,2023-10-20,2023-11-01,Resolved,12.0
8679,2151,Financial,2023-10-01,,Active,
8680,2156,Disciplinary,2023-09-06,2023-09-10,Resolved,4.0
8681,2156,Disciplinary,2023-10-01,2023-10-09,Resolved,8.0
8682,2157,Transcript,2023-09-22,2023-09-25,Resolved,3.0
8683,2159,Disciplinary,2023-09-19,2023-10-04,Resolved,15.0
8684,2159,Immunization,2023-10-21,2023-11-16,Resolved,26.0
8685,2160,Academic Advising,2023-09-28,2023-10-25,Resolved,27.0
8686,2160,Immunization,2023-10-01,2023-10-20,Resolved,19.0
8687,2162,Disciplinary,2023-09-11,2023-09-18,Resolved,7.0
8688,2162,Financial,2023-10-14,2023-11-01,Resolved,18.0
8689,2163,Financial,2023-10-21,,Active,
8690,2164,Academic Advising,2023-10-21,2023-11-10,Resolved,20.0
8691,2164,Academic Advising,2023-10-27,2023-11-11,Resolved,15.0
8692,2167,Disciplinary,2023-09-04,2023-09-17,Resolved,13.0
8693,2168,Transcript,2023-09-30,,Active,
8694,2170,Academic Advising,2023-09-30,2023-10-26,Resolved,26.0
8695,2171,Immunization,2023-09-20,2023-10-18,Resolved,28.0
8696,2171,Transcript,2023-09-12,2023-09-25,Resolved,13.0
8697,2172,Financial,2023-10-22,2023-11-01,Resolved,10.0
8698,2175,Disciplinary,2023-10-28,2023-11-02,Resolved,5.0
8699,2176,Financial,2023-09-03,2023-09-24,Resolved,21.0
8700,2176,Immunization,2023-10-21,2023-10-27,Resolved,6.0
8701,2178,Disciplinary,2023-09-03,2023-09-25,Resolved,22.0
8702,2178,Transcript,2023-10-10,2023-10-17,Resolved,7.0
8703,2182,Immunization,2023-09-29,2023-10-19,Resolved,20.0
8704,2183,Disciplinary,2023-10-23,2023-10-30,Resolved,7.0
8705,2188,Financial,2023-09-25,2023-10-13,Resolved,18.0
8706,2191,Financial,2023-10-15,,Active,
8707,2192,Immunization,2023-09-15,,Active,
8708,2194,Immunization,2023-10-26,2023-11-03,Resolved,8.0
8709,2196,Immunization,2023-10-23,,Active,
8710,2200,Financial,2023-10-05,2023-10-21,Resolved,16.0
8711,2203,Academic Advising,2023-09-14,2023-09-21,Resolved,7.0
8712,2207,Immunization,2023-09-29,2023-10-21,Resolved,22.0
8713,2211,Disciplinary,2023-09-06,2023-09-24,Resolved,18.0
8714,2211,Disciplinary,2023-09-25,2023-10-08,Resolved,13.0
8715,2212,Academic Advising,2023-10-14,2023-10-18,Resolved,4.0
8716,2212,Financial,2023-09-20,,Active,
8717,2216,Disciplinary,2023-10-12,2023-10-18,Resolved,6.0
8718,2217,Transcript,2023-09-05,,Active,
8719,2218,Disciplinary,2023-09-19,2023-09-30,Resolved,11.0
8720,2218,Academic Advising,2023-10-17,2023-10-24,Resolved,7.0
8721,2220,Transcript,2023-10-14,2023-10-19,Resolved,5.0
8722,2221,Academic Advising,2023-09-27,,Active,
8723,2221,Disciplinary,2023-09-24,2023-10-03,Resolved,9.0
8724,2222,Transcript,2023-10-28,2023-11-12,Resolved,15.0
8725,2226,Disciplinary,2023-10-22,2023-11-12,Resolved,21.0
8726,2227,Transcript,2023-09-03,2023-09-04,Resolved,1.0
8727,2232,Immunization,2023-10-22,2023-11-04,Resolved,13.0
8728,2233,Disciplinary,2023-09-18,2023-10-05,Resolved,17.0
8729,2235,Transcript,2023-10-30,,Active,
8730,2238,Academic Advising,2023-10-21,2023-10-29,Resolved,8.0
8731,2238,Academic Advising,2023-09-16,2023-09-21,Resolved,5.0
8732,2240,Academic Advising,2023-09-24,2023-09-29,Resolved,5.0
8733,2243,Disciplinary,2023-09-19,2023-10-08,Resolved,19.0
8734,2243,Disciplinary,2023-09-28,2023-10-13,Resolved,15.0
8735,2244,Immunization,2023-09-01,2023-09-05,Resolved,4.0
8736,2244,Financial,2023-09-22,2023-10-14,Resolved,22.0
8737,2251,Academic Advising,2023-09-27,,Active,
8738,2251,Immunization,2023-09-13,2023-09-20,Resolved,7.0
8739,2252,Financial,2023-09-08,2023-09-20,Resolved,12.0
8740,2253,Academic Advising,2023-10-25,2023-11-09,Resolved,15.0
8741,2253,Transcript,2023-09-16,,Active,
8742,2254,Academic Advising,2023-10-17,2023-11-10,Resolved,24.0
8743,2256,Disciplinary,2023-09-19,2023-10-16,Resolved,27.0
8744,2256,Disciplinary,2023-10-11,2023-11-01,Resolved,21.0
8745,2257,Financial,2023-09-18,2023-09-22,Resolved,4.0
8746,2257,Transcript,2023-10-26,2023-10-31,Resolved,5.0
8747,2261,Disciplinary,2023-10-21,2023-11-11,Resolved,21.0
8748,2264,Disciplinary,2023-09-07,2023-09-11,Resolved,4.0
8749,2264,Immunization,2023-09-06,,Active,
8750,2267,Transcript,2023-10-16,2023-10-19,Resolved,3.0
8751,2267,Academic Advising,2023-10-24,2023-10-30,Resolved,6.0
8752,2272,Academic Advising,2023-09-09,,Active,
8753,2272,Transcript,2023-09-04,,Active,
8754,2274,Disciplinary,2023-09-28,2023-10-09,Resolved,11.0
8755,2274,Transcript,2023-10-14,2023-11-07,Resolved,24.0
8756,2275,Academic Advising,2023-10-09,2023-10-16,Resolved,7.0
8757,2276,Immunization,2023-10-14,2023-10-28,Resolved,14.0
8758,2276,Transcript,2023-10-04,2023-10-13,Resolved,9.0
8759,2280,Immunization,2023-09-06,2023-09-23,Resolved,17.0
8760,2280,Financial,2023-10-26,2023-11-22,Resolved,27.0
8761,2281,Disciplinary,2023-10-12,,Active,
8762,2281,Transcript,2023-10-25,2023-11-16,Resolved,22.0
8763,2289,Academic Advising,2023-09-03,2023-09-11,Resolved,8.0
8764,2289,Transcript,2023-10-17,2023-11-10,Resolved,24.0
8765,2292,Academic Advising,2023-09-23,2023-09-24,Resolved,1.0
8766,2294,Immunization,2023-09-02,2023-09-07,Resolved,5.0
8767,2295,Academic Advising,2023-10-23,2023-11-21,Resolved,29.0
8768,2295,Immunization,2023-09-25,2023-10-05,Resolved,10.0
8769,2296,Disciplinary,2023-09-21,2023-10-01,Resolved,10.0
8770,2297,Academic Advising,2023-09-19,2023-10-17,Resolved,28.0
8771,2301,Immunization,2023-10-20,2023-11-15,Resolved,26.0
8772,2301,Immunization,2023-10-19,2023-10-22,Resolved,3.0
8773,2306,Transcript,2023-10-27,2023-11-24,Resolved,28.0
8774,2306,Academic Advising,2023-10-27,,Active,
8775,2307,Financial,2023-09-22,,Active,
8776,2308,Immunization,2023-10-10,2023-11-06,Resolved,27.0
8777,2308,Financial,2023-09-07,2023-09-11,Resolved,4.0
8778,2312,Academic Advising,2023-09-02,2023-09-13,Resolved,11.0
8779,2312,Disciplinary,2023-09-17,2023-09-22,Resolved,5.0
8780,2316,Immunization,2023-10-21,2023-10-29,Resolved,8.0
8781,2316,Immunization,2023-09-03,2023-09-06,Resolved,3.0
8782,2319,Disciplinary,2023-09-30,2023-10-10,Resolved,10.0
8783,2321,Immunization,2023-10-10,2023-10-29,Resolved,19.0
8784,2321,Immunization,2023-10-08,2023-10-20,Resolved,12.0
8785,2322,Immunization,2023-09-13,,Active,
8786,2322,Transcript,2023-10-11,2023-10-27,Resolved,16.0
8787,2326,Transcript,2023-10-09,2023-10-21,Resolved,12.0
8788,2326,Disciplinary,2023-10-17,,Active,
8789,2329,Immunization,2023-10-26,2023-11-16,Resolved,21.0
8790,2329,Disciplinary,2023-10-25,,Active,
8791,2332,Immunization,2023-09-30,2023-10-14,Resolved,14.0
8792,2332,Transcript,2023-10-19,2023-10-23,Resolved,4.0
8793,2333,Academic Advising,2023-09-24,,Active,
8794,2333,Transcript,2023-10-03,2023-11-01,Resolved,29.0
8795,2335,Transcript,2023-10-15,2023-10-21,Resolved,6.0
8796,2338,Financial,2023-09-03,2023-09-27,Resolved,24.0
8797,2338,Immunization,2023-10-08,2023-10-10,Resolved,2.0
8798,2340,Disciplinary,2023-09-18,2023-09-30,Resolved,12.0
8799,2342,Transcript,2023-10-30,2023-11-22,Resolved,23.0
8800,2344,Transcript,2023-10-25,,Active,
8801,2351,Disciplinary,2023-10-28,,Active,
8802,2352,Academic Advising,2023-10-11,2023-10-13,Resolved,2.0
8803,2353,Academic Advising,2023-09-25,2023-10-23,Resolved,28.0
8804,2355,Immunization,2023-09-16,2023-10-13,Resolved,27.0
8805,2356,Immunization,2023-09-23,2023-10-02,Resolved,9.0
8806,2356,Immunization,2023-09-26,2023-10-04,Resolved,8.0
8807,2357,Transcript,2023-09-04,2023-10-01,Resolved,27.0
8808,2359,Immunization,2023-10-14,2023-11-07,Resolved,24.0
8809,2360,Financial,2023-09-18,,Active,
8810,2360,Financial,2023-09-21,2023-10-17,Resolved,26.0
8811,2364,Immunization,2023-09-13,2023-09-19,Resolved,6.0
8812,2372,Immunization,2023-09-01,2023-09-29,Resolved,28.0
8813,2372,Immunization,2023-10-06,2023-10-28,Resolved,22.0
8814,2374,Immunization,2023-10-13,2023-10-21,Resolved,8.0
8815,2374,Transcript,2023-10-04,2023-10-05,Resolved,1.0
8816,2376,Academic Advising,2023-09-17,2023-09-24,Resolved,7.0
8817,2376,Disciplinary,2023-09-22,,Active,
8818,2377,Academic Advising,2023-09-01,2023-09-29,Resolved,28.0
8819,2377,Financial,2023-09-13,2023-09-14,Resolved,1.0
8820,2379,Academic Advising,2023-09-25,2023-10-05,Resolved,10.0
8821,2379,Disciplinary,2023-10-03,2023-10-28,Resolved,25.0
8822,2380,Financial,2023-10-04,,Active,
8823,2382,Immunization,2023-09-30,,Active,
8824,2382,Immunization,2023-09-18,2023-10-11,Resolved,23.0
8825,2384,Financial,2023-09-02,2023-10-01,Resolved,29.0
8826,2384,Academic Advising,2023-09-27,,Active,
8827,2385,Transcript,2023-09-05,2023-09-06,Resolved,1.0
8828,2385,Academic Advising,2023-10-15,,Active,
8829,2387,Immunization,2023-09-15,2023-09-16,Resolved,1.0
8830,2387,Academic Advising,2023-09-23,2023-10-07,Resolved,14.0
8831,2390,Financial,2023-09-22,,Active,
8832,2390,Transcript,2023-10-14,2023-10-19,Resolved,5.0
8833,2396,Academic Advising,2023-09-24,2023-10-07,Resolved,13.0
8834,2400,Disciplinary,2023-09-07,2023-09-25,Resolved,18.0
8835,2401,Transcript,2023-10-22,2023-11-07,Resolved,16.0
8836,2406,Immunization,2023-10-15,2023-10-24,Resolved,9.0
8837,2407,Academic Advising,2023-09-26,2023-10-23,Resolved,27.0
8838,2407,Immunization,2023-09-04,2023-09-23,Resolved,19.0
8839,2409,Academic Advising,2023-09-06,2023-09-19,Resolved,13.0
8840,2411,Academic Advising,2023-10-24,2023-11-03,Resolved,10.0
8841,2412,Transcript,2023-10-10,2023-10-16,Resolved,6.0
8842,2412,Disciplinary,2023-09-25,2023-10-14,Resolved,19.0
8843,2414,Immunization,2023-10-20,2023-10-30,Resolved,10.0
