enrollment_id,student_id,course_level,enrolled_flag,enrollment_date,final_grade,completed_flag
6425,1900,300,Yes,2024-01-04,W,No
6426,1900,400,Yes,2024-01-14,B,Yes
6427,1900,300,Yes,2024-01-10,W,No
6428,1900,200,Yes,2024-01-02,C,Yes
6429,1900,300,Yes,2024-01-07,A,Yes
6430,1901,200,Yes,2024-01-15,B,Yes
6431,1901,200,Yes,2024-01-03,B,Yes
6432,1901,200,Yes,2024-01-06,F,No
6433,1901,300,Yes,2024-01-03,B,Yes
6434,1901,400,Yes,2024-01-17,A,Yes
6435,1902,200,Yes,2024-01-15,A,Yes
6436,1902,200,Yes,2024-01-08,F,No
6437,1902,100,Yes,2024-01-05,W,No
6438,1904,400,Yes,2024-01-16,B,Yes
6439,1904,100,Yes,2024-01-15,B,Yes
6440,1904,100,Yes,2024-01-19,D,Yes
6441,1904,100,Yes,2024-01-11,D,Yes
6442,1905,400,Yes,2024-01-05,W,No
6443,1905,100,Yes,2024-01-02,F,No
6444,1905,300,Yes,2024-01-08,A,Yes
6445,1906,100,Yes,2024-01-02,F,No
6446,1906,100,Yes,2024-01-10,C,Yes
6447,1906,100,Yes,2024-01-02,B,Yes
6448,1907,200,Yes,2024-01-14,B,Yes
6449,1907,100,Yes,2024-01-01,B,Yes
6450,1907,400,Yes,2024-01-04,B,Yes
6451,1907,100,Yes,2024-01-10,B,Yes
6452,1908,400,Yes,2024-01-07,C,Yes
6453,1908,200,Yes,2024-01-09,A,Yes
6454,1908,400,Yes,2024-01-15,A,Yes
6455,1908,300,Yes,2024-01-19,D,Yes
6456,1908,300,Yes,2024-01-19,A,Yes
6457,1909,400,Yes,2024-01-17,C,Yes
6458,1909,400,Yes,2024-01-03,A,Yes
6459,1909,100,Yes,2024-01-08,W,No
6460,1909,400,Yes,2024-01-06,W,No
6461,1911,300,Yes,2024-01-13,A,Yes
6462,1911,300,Yes,2024-01-12,A,Yes
6463,1911,400,Yes,2024-01-06,B,Yes
6464,1913,100,Yes,2024-01-04,A,Yes
6465,1913,200,Yes,2024-01-14,C,Yes
6466,1913,400,Yes,2024-01-09,A,Yes
6467,1914,100,Yes,2024-01-09,C,Yes
6468,1914,100,Yes,2024-01-18,B,Yes
6469,1914,200,Yes,2023-12-31,C,Yes
6470,1914,400,Yes,2024-01-06,C,Yes
6471,1915,100,Yes,2024-01-16,A,Yes
6472,1915,300,Yes,2024-01-03,C,Yes
6473,1915,100,Yes,2024-01-09,B,Yes
6474,1915,300,Yes,2024-01-10,F,No
6475,1915,100,Yes,2024-01-05,W,No
6476,1916,400,Yes,2024-01-19,A,Yes
6477,1916,400,Yes,2024-01-06,A,Yes
6478,1916,300,Yes,2024-01-05,B,Yes
6479,1916,100,Yes,2024-01-12,C,Yes
6480,1917,100,Yes,2024-01-19,B,Yes
6481,1917,400,Yes,2024-01-18,C,Yes
6482,1917,100,Yes,2024-01-07,A,Yes
6483,1917,300,Yes,2024-01-14,C,Yes
6484,1917,400,Yes,2024-01-15,B,Yes
6485,1918,200,Yes,2024-01-09,B,Yes
6486,1918,100,Yes,2024-01-18,C,Yes
6487,1918,200,Yes,2023-12-31,C,Yes
6488,1918,400,Yes,2023-12-31,F,No
6489,1918,400,Yes,2024-01-10,C,Yes
6490,1919,100,Yes,2024-01-01,F,No
6491,1919,100,Yes,2024-01-18,F,No
6492,1919,400,Yes,2024-01-11,A,Yes
6493,1919,300,Yes,2024-01-17,F,No
6494,1920,200,Yes,2024-01-03,W,No
6495,1920,300,Yes,2024-01-02,F,No
6496,1920,100,Yes,2024-01-02,C,Yes
6497,1920,400,Yes,2024-01-06,C,Yes
6498,1920,100,Yes,2024-01-02,A,Yes
6499,1921,100,Yes,2024-01-16,A,Yes
6500,1921,200,Yes,2024-01-17,C,Yes
6501,1921,300,Yes,2024-01-01,D,Yes
6502,1922,400,Yes,2024-01-19,A,Yes
6503,1922,100,Yes,2024-01-16,C,Yes
6504,1922,100,Yes,2023-12-31,B,Yes
6505,1923,200,Yes,2024-01-13,B,Yes
6506,1923,300,Yes,2024-01-13,F,No
6507,1923,300,Yes,2024-01-11,F,No
6508,1923,400,Yes,2023-12-31,C,Yes
6509,1923,400,Yes,2024-01-01,D,Yes
6510,1924,400,Yes,2024-01-16,C,Yes
6511,1924,400,Yes,2024-01-09,B,Yes
6512,1924,300,Yes,2024-01-15,A,Yes
6513,1924,400,Yes,2024-01-15,W,No
6514,1925,300,Yes,2024-01-01,A,Yes
6515,1925,100,Yes,2024-01-01,B,Yes
6516,1925,200,Yes,2024-01-14,A,Yes
6517,1926,300,Yes,2024-01-17,B,Yes
6518,1926,200,Yes,2024-01-08,C,Yes
6519,1926,200,Yes,2023-12-31,A,Yes
6520,1926,300,Yes,2024-01-05,B,Yes
6521,1926,400,Yes,2024-01-18,C,Yes
6522,1927,300,Yes,2024-01-06,A,Yes
6523,1927,200,Yes,2024-01-03,C,Yes
6524,1927,200,Yes,2023-12-31,C,Yes
6525,1928,300,Yes,2024-01-12,W,No
6526,1928,100,Yes,2024-01-03,A,Yes
6527,1928,300,Yes,2024-01-17,W,No
6528,1929,100,Yes,2024-01-08,C,Yes
6529,1929,400,Yes,2023-12-31,A,Yes
6530,1929,100,Yes,2024-01-02,C,Yes
6531,1930,400,Yes,2024-01-14,B,Yes
6532,1930,100,Yes,2024-01-18,D,Yes
6533,1930,200,Yes,2024-01-06,A,Yes
6534,1930,200,Yes,2024-01-06,C,Yes
6535,1931,300,Yes,2024-01-19,F,No
6536,1931,300,Yes,2024-01-03,F,No
6537,1931,300,Yes,2024-01-16,C,Yes
6538,1932,100,Yes,2024-01-02,A,Yes
6539,1932,300,Yes,2024-01-17,F,No
6540,1932,400,Yes,2024-01-15,C,Yes
6541,1932,300,Yes,2023-12-31,A,Yes
6542,1933,400,Yes,2024-01-03,C,Yes
6543,1933,400,Yes,2024-01-17,A,Yes
6544,1933,100,Yes,2024-01-08,A,Yes
6545,1933,400,Yes,2024-01-02,W,No
6546,1934,200,Yes,2024-01-11,F,No
6547,1934,300,Yes,2024-01-08,C,Yes
6548,1934,400,Yes,2024-01-04,A,Yes
6549,1934,200,Yes,2024-01-19,B,Yes
6550,1935,100,Yes,2023-12-31,C,Yes
6551,1935,100,Yes,2024-01-13,D,Yes
6552,1935,200,Yes,2024-01-05,B,Yes
6553,1935,300,Yes,2024-01-05,C,Yes
6554,1935,100,Yes,2024-01-17,C,Yes
6555,1936,100,Yes,2024-01-07,D,Yes
6556,1936,400,Yes,2024-01-04,C,Yes
6557,1936,300,Yes,2024-01-08,F,No
6558,1936,300,Yes,2024-01-11,A,Yes
6559,1936,100,Yes,2024-01-14,A,Yes
6560,1937,100,Yes,2024-01-17,A,Yes
6561,1937,400,Yes,2024-01-03,C,Yes
6562,1937,400,Yes,2024-01-12,D,Yes
6563,1937,200,Yes,2024-01-17,W,No
6564,1938,400,Yes,2024-01-18,A,Yes
6565,1938,400,Yes,2024-01-02,C,Yes
6566,1938,400,Yes,2024-01-13,A,Yes
6567,1939,400,Yes,2024-01-10,A,Yes
6568,1939,400,Yes,2024-01-19,C,Yes
6569,1939,400,Yes,2024-01-15,A,Yes
6570,1939,400,Yes,2024-01-06,A,Yes
6571,1940,400,Yes,2024-01-13,C,Yes
6572,1940,100,Yes,2024-01-16,F,No
6573,1940,300,Yes,2024-01-12,F,No
6574,1940,400,Yes,2024-01-14,B,Yes
6575,1941,400,Yes,2024-01-04,C,Yes
6576,1941,300,Yes,2024-01-07,A,Yes
6577,1941,400,Yes,2024-01-10,C,Yes
6578,1942,400,Yes,2024-01-11,D,Yes
6579,1942,200,Yes,2024-01-05,A,Yes
6580,1942,300,Yes,2024-01-08,A,Yes
6581,1942,200,Yes,2024-01-09,A,Yes
6582,1942,300,Yes,2024-01-09,B,Yes
6583,1943,300,Yes,2024-01-18,A,Yes
6584,1943,300,Yes,2024-01-01,B,Yes
6585,1943,100,Yes,2024-01-18,W,No
6586,1943,200,Yes,2024-01-13,D,Yes
6587,1943,200,Yes,2024-01-01,C,Yes
6588,1944,300,Yes,2024-01-13,B,Yes
6589,1944,400,Yes,2024-01-09,A,Yes
6590,1944,200,Yes,2024-01-04,C,Yes
6591,1945,200,Yes,2024-01-04,B,Yes
6592,1945,200,Yes,2024-01-14,W,No
6593,1945,400,Yes,2024-01-18,C,Yes
6594,1945,400,Yes,2024-01-12,B,Yes
6595,1946,100,Yes,2024-01-16,F,No
6596,1946,200,Yes,2024-01-17,D,Yes
6597,1946,100,Yes,2024-01-11,A,Yes
6598,1946,400,Yes,2024-01-09,C,Yes
6599,1947,300,Yes,2024-01-15,W,No
6600,1947,100,Yes,2024-01-14,D,Yes
6601,1947,300,Yes,2024-01-15,W,No
6602,1948,200,Yes,2024-01-01,F,No
6603,1948,200,Yes,2024-01-07,B,Yes
6604,1948,400,Yes,2023-12-31,F,No
6605,1948,200,Yes,2023-12-31,A,Yes
6606,1949,400,Yes,2024-01-01,C,Yes
6607,1949,100,Yes,2024-01-19,W,No
6608,1949,300,Yes,2024-01-14,B,Yes
6609,1949,100,Yes,2024-01-01,A,Yes
6610,1950,300,Yes,2024-01-05,B,Yes
6611,1950,400,Yes,2024-01-06,W,No
6612,1950,100,Yes,2024-01-16,C,Yes
6613,1950,100,Yes,2024-01-08,C,Yes
6614,1952,200,Yes,2024-01-03,C,Yes
6615,1952,300,Yes,2024-01-02,C,Yes
6616,1952,300,Yes,2023-12-31,C,Yes
6617,1952,200,Yes,2024-01-09,F,No
6618,1953,200,Yes,2024-01-08,C,Yes
6619,1953,200,Yes,2024-01-04,A,Yes
6620,1953,100,Yes,2024-01-01,B,Yes
6621,1953,200,Yes,2024-01-17,F,No
6622,1954,400,Yes,2024-01-03,A,Yes
6623,1954,400,Yes,2023-12-31,B,Yes
6624,1954,200,Yes,2024-01-18,B,Yes
6625,1954,200,Yes,2024-01-08,C,Yes
6626,1955,200,Yes,2023-12-31,A,Yes
6627,1955,200,Yes,2024-01-14,B,Yes
6628,1955,300,Yes,2024-01-13,B,Yes
6629,1955,100,Yes,2024-01-11,A,Yes
6630,1956,300,Yes,2024-01-19,A,Yes
6631,1956,400,Yes,2023-12-31,A,Yes
6632,1956,300,Yes,2024-01-11,C,Yes
6633,1956,400,Yes,2024-01-04,B,Yes
6634,1957,100,Yes,2024-01-01,A,Yes
6635,1957,100,Yes,2024-01-08,W,No
6636,1957,100,Yes,2024-01-19,B,Yes
6637,1957,100,Yes,2024-01-12,A,Yes
6638,1958,200,Yes,2024-01-19,A,Yes
6639,1958,200,Yes,2024-01-09,C,Yes
6640,1958,400,Yes,2024-01-03,D,Yes
6641,1959,100,Yes,2024-01-02,A,Yes
6642,1959,100,Yes,2024-01-04,B,Yes
6643,1959,200,Yes,2024-01-04,A,Yes
6644,1960,400,Yes,2024-01-09,W,No
6645,1960,300,Yes,2024-01-17,B,Yes
6646,1960,200,Yes,2024-01-10,F,No
6647,1961,100,Yes,2024-01-09,A,Yes
6648,1961,100,Yes,2024-01-14,A,Yes
6649,1961,300,Yes,2024-01-05,F,No
6650,1961,400,Yes,2024-01-19,C,Yes
6651,1961,100,Yes,2024-01-19,F,No
6652,1962,100,Yes,2024-01-16,B,Yes
6653,1962,400,Yes,2024-01-03,C,Yes
6654,1962,400,Yes,2024-01-07,A,Yes
6655,1962,400,Yes,2024-01-17,B,Yes
6656,1963,300,Yes,2024-01-04,C,Yes
6657,1963,200,Yes,2024-01-11,W,No
6658,1963,300,Yes,2023-12-31,A,Yes
6659,1963,100,Yes,2024-01-10,A,Yes
6660,1963,300,Yes,2024-01-19,C,Yes
6661,1964,100,Yes,2024-01-10,A,Yes
6662,1964,400,Yes,2024-01-17,F,No
6663,1964,400,Yes,2024-01-14,A,Yes
6664,1964,200,Yes,2024-01-17,B,Yes
6665,1964,100,Yes,2024-01-10,A,Yes
6666,1965,400,Yes,2023-12-31,W,No
6667,1965,400,Yes,2024-01-02,B,Yes
6668,1965,100,Yes,2024-01-18,F,No
6669,1965,300,Yes,2024-01-01,W,No
6670,1965,200,Yes,2024-01-13,D,Yes
6671,1966,200,Yes,2024-01-18,W,No
6672,1966,400,Yes,2024-01-06,B,Yes
6673,1966,400,Yes,2024-01-14,C,Yes
6674,1966,400,Yes,2023-12-31,W,No
6675,1966,300,Yes,2024-01-17,C,Yes
6676,1967,400,Yes,2024-01-19,F,No
6677,1967,300,Yes,2024-01-16,B,Yes
6678,1967,400,Yes,2024-01-12,F,No
6679,1967,400,Yes,2024-01-13,F,No
6680,1967,200,Yes,2024-01-16,F,No
6681,1968,200,Yes,2024-01-03,A,Yes
6682,1968,400,Yes,2024-01-06,C,Yes
6683,1968,100,Yes,2024-01-06,F,No
6684,1969,300,Yes,2024-01-06,A,Yes
6685,1969,200,Yes,2024-01-10,D,Yes
6686,1969,100,Yes,2024-01-02,B,Yes
6687,1969,300,Yes,2024-01-19,A,Yes
6688,1969,300,Yes,2024-01-02,C,Yes
6689,1970,400,Yes,2024-01-09,A,Yes
6690,1970,300,Yes,2024-01-03,B,Yes
6691,1970,400,Yes,2024-01-16,C,Yes
6692,1971,100,Yes,2024-01-04,A,Yes
6693,1971,400,Yes,2024-01-15,D,Yes
6694,1971,300,Yes,2024-01-08,C,Yes
6695,1972,400,Yes,2024-01-07,W,No
6696,1972,200,Yes,2024-01-05,F,No
6697,1972,300,Yes,2024-01-18,A,Yes
6698,1972,100,Yes,2024-01-07,F,No
6699,1973,400,Yes,2024-01-08,A,Yes
6700,1973,200,Yes,2024-01-10,B,Yes
6701,1973,300,Yes,2024-01-17,B,Yes
6702,1973,200,Yes,2024-01-04,A,Yes
6703,1973,300,Yes,2024-01-01,A,Yes
6704,1974,100,Yes,2024-01-04,F,No
6705,1974,200,Yes,2024-01-06,C,Yes
6706,1974,200,Yes,2024-01-13,W,No
6707,1975,100,Yes,2024-01-05,A,Yes
6708,1975,300,Yes,2024-01-06,W,No
6709,1975,300,Yes,2024-01-19,D,Yes
6710,1976,200,Yes,2024-01-02,F,No
6711,1976,400,Yes,2024-01-01,D,Yes
6712,1976,400,Yes,2024-01-01,B,Yes
6713,1977,300,Yes,2024-01-03,C,Yes
6714,1977,100,Yes,2024-01-13,C,Yes
6715,1977,100,Yes,2024-01-03,C,Yes
6716,1977,300,Yes,2024-01-11,A,Yes
6717,1977,100,Yes,2024-01-13,F,No
6718,1978,100,Yes,2024-01-11,D,Yes
6719,1978,400,Yes,2024-01-01,B,Yes
6720,1978,300,Yes,2024-01-19,B,Yes
6721,1978,200,Yes,2024-01-04,C,Yes
6722,1978,100,Yes,2024-01-06,F,No
6723,1979,400,Yes,2024-01-08,B,Yes
6724,1979,300,Yes,2024-01-09,A,Yes
6725,1979,300,Yes,2024-01-15,A,Yes
6726,1980,400,Yes,2024-01-02,F,No
6727,1980,300,Yes,2024-01-19,C,Yes
6728,1980,300,Yes,2024-01-02,B,Yes
6729,1980,300,Yes,2024-01-07,C,Yes
6730,1981,300,Yes,2024-01-19,F,No
6731,1981,200,Yes,2024-01-01,A,Yes
6732,1981,100,Yes,2024-01-11,W,No
6733,1981,200,Yes,2024-01-05,C,Yes
6734,1981,400,Yes,2024-01-18,B,Yes
6735,1982,100,Yes,2024-01-16,F,No
6736,1982,300,Yes,2024-01-09,C,Yes
6737,1982,300,Yes,2024-01-13,B,Yes
6738,1982,200,Yes,2024-01-17,A,Yes
6739,1983,100,Yes,2024-01-19,B,Yes
6740,1983,100,Yes,2024-01-04,W,No
6741,1983,300,Yes,2024-01-03,W,No
6742,1983,200,Yes,2024-01-15,W,No
6743,1983,200,Yes,2024-01-19,B,Yes
6744,1984,300,Yes,2024-01-11,F,No
6745,1984,300,Yes,2024-01-17,B,Yes
6746,1984,200,Yes,2024-01-08,F,No
6747,1984,100,Yes,2024-01-10,W,No
6748,1985,400,Yes,2024-01-17,A,Yes
6749,1985,200,Yes,2024-01-08,F,No
6750,1985,100,Yes,2024-01-14,B,Yes
6751,1985,200,Yes,2024-01-01,A,Yes
6752,1986,100,Yes,2024-01-01,B,Yes
6753,1986,300,Yes,2024-01-14,B,Yes
6754,1986,100,Yes,2024-01-06,C,Yes
6755,1987,100,Yes,2024-01-01,C,Yes
6756,1987,200,Yes,2024-01-08,A,Yes
6757,1987,400,Yes,2024-01-14,B,Yes
6758,1987,100,Yes,2024-01-11,C,Yes
6759,1987,200,Yes,2024-01-14,A,Yes
6760,1988,100,Yes,2024-01-02,B,Yes
6761,1988,300,Yes,2024-01-06,C,Yes
6762,1988,200,Yes,2024-01-10,A,Yes
6763,1989,400,Yes,2024-01-06,B,Yes
6764,1989,400,Yes,2024-01-11,B,Yes
6765,1989,200,Yes,2024-01-17,B,Yes
6766,1989,200,Yes,2024-01-15,A,Yes
6767,1989,200,Yes,2024-01-12,A,Yes
6768,1990,400,Yes,2024-01-08,F,No
6769,1990,400,Yes,2024-01-02,D,Yes
6770,1990,400,Yes,2024-01-17,F,No
6771,1990,200,Yes,2023-12-31,C,Yes
6772,1993,400,Yes,2024-01-05,C,Yes
6773,1993,400,Yes,2024-01-16,W,No
6774,1993,300,Yes,2024-01-16,A,Yes
6775,1993,200,Yes,2024-01-09,F,No
6776,1994,200,Yes,2024-01-06,F,No
6777,1994,200,Yes,2024-01-03,B,Yes
6778,1994,400,Yes,2024-01-06,A,Yes
6779,1994,400,Yes,2024-01-11,F,No
6780,1994,100,Yes,2024-01-12,A,Yes
6781,1995,300,Yes,2023-12-31,A,Yes
6782,1995,400,Yes,2024-01-15,A,Yes
6783,1995,300,Yes,2024-01-02,B,Yes
6784,1995,100,Yes,2024-01-14,C,Yes
6785,1996,300,Yes,2024-01-16,A,Yes
6786,1996,400,Yes,2024-01-11,A,Yes
6787,1996,300,Yes,2024-01-08,A,Yes
6788,1996,200,Yes,2024-01-10,B,Yes
6789,1996,400,Yes,2024-01-15,D,Yes
6790,1997,400,Yes,2024-01-19,W,No
6791,1997,200,Yes,2024-01-02,A,Yes
6792,1997,400,Yes,2024-01-10,D,Yes
6793,1997,300,Yes,2024-01-01,C,Yes
6794,1998,200,Yes,2024-01-14,W,No
6795,1998,400,Yes,2024-01-11,C,Yes
6796,1998,300,Yes,2024-01-13,B,Yes
6797,1998,300,Yes,2024-01-13,C,Yes
6798,1998,100,Yes,2024-01-02,A,Yes
6799,1999,400,Yes,2024-01-19,F,No
6800,1999,400,Yes,2024-01-19,A,Yes
6801,1999,200,Yes,2024-01-11,A,Yes
6802,1999,100,Yes,2024-01-02,B,Yes
6803,2000,100,Yes,2024-01-17,C,Yes
6804,2000,400,Yes,2024-01-09,B,Yes
6805,2000,400,Yes,2024-01-04,B,Yes
6806,2000,400,Yes,2024-01-05,B,Yes
6807,2001,300,Yes,2024-01-10,A,Yes
6808,2001,100,Yes,2024-01-04,C,Yes
6809,2001,300,Yes,2023-12-31,A,Yes
6810,2001,200,Yes,2024-01-02,D,Yes
6811,2002,400,Yes,2024-01-05,A,Yes
6812,2002,400,Yes,2024-01-06,F,No
6813,2002,100,Yes,2024-01-06,F,No
6814,2002,400,Yes,2024-01-12,F,No
6815,2002,300,Yes,2024-01-10,A,Yes
6816,2003,300,Yes,2024-01-01,B,Yes
6817,2003,400,Yes,2024-01-03,C,Yes
6818,2003,300,Yes,2023-12-31,B,Yes
6819,2003,300,Yes,2024-01-13,W,No
6820,2003,400,Yes,2023-12-31,B,Yes
6821,2004,200,Yes,2024-01-06,W,No
6822,2004,300,Yes,2024-01-12,B,Yes
6823,2004,200,Yes,2024-01-03,B,Yes
6824,2004,200,Yes,2024-01-15,F,No
6825,2004,100,Yes,2024-01-06,B,Yes
6826,2005,200,Yes,2024-01-05,A,Yes
6827,2005,300,Yes,2024-01-05,C,Yes
6828,2005,100,Yes,2024-01-18,D,Yes
6829,2005,400,Yes,2023-12-31,B,Yes
6830,2006,400,Yes,2024-01-02,B,Yes
6831,2006,300,Yes,2024-01-15,F,No
6832,2006,300,Yes,2024-01-15,C,Yes
6833,2006,300,Yes,2024-01-09,C,Yes
6834,2006,400,Yes,2024-01-18,C,Yes
6835,2007,200,Yes,2023-12-31,F,No
6836,2007,300,Yes,2024-01-15,F,No
6837,2007,200,Yes,2023-12-31,B,Yes
6838,2007,100,Yes,2024-01-01,A,Yes
6839,2008,200,Yes,2024-01-07,W,No
6840,2008,200,Yes,2024-01-13,A,Yes
6841,2008,200,Yes,2024-01-19,D,Yes
6842,2008,200,Yes,2024-01-07,A,Yes
6843,2009,400,Yes,2024-01-02,W,No
6844,2009,200,Yes,2024-01-17,A,Yes
6845,2009,100,Yes,2024-01-17,A,Yes
6846,2010,200,Yes,2024-01-13,B,Yes
6847,2010,200,Yes,2024-01-07,C,Yes
6848,2010,400,Yes,2024-01-10,B,Yes
6849,2011,400,Yes,2024-01-17,C,Yes
6850,2011,300,Yes,2024-01-07,A,Yes
6851,2011,100,Yes,2024-01-10,F,No
6852,2012,400,Yes,2024-01-15,C,Yes
6853,2012,400,Yes,2024-01-06,C,Yes
6854,2012,100,Yes,2024-01-04,C,Yes
6855,2012,400,Yes,2024-01-18,D,Yes
6856,2013,200,Yes,2024-01-13,A,Yes
6857,2013,300,Yes,2024-01-04,B,Yes
6858,2013,300,Yes,2024-01-14,B,Yes
6859,2014,200,Yes,2024-01-02,A,Yes
6860,2014,400,Yes,2024-01-05,C,Yes
6861,2014,300,Yes,2024-01-06,B,Yes
6862,2014,100,Yes,2024-01-17,W,No
6863,2014,100,Yes,2024-01-09,D,Yes
6864,2015,200,Yes,2024-01-09,C,Yes
6865,2015,400,Yes,2024-01-08,D,Yes
6866,2015,400,Yes,2024-01-11,F,No
6867,2015,400,Yes,2024-01-01,F,No
6868,2015,200,Yes,2024-01-05,B,Yes
6869,2016,200,Yes,2024-01-17,B,Yes
6870,2016,200,Yes,2024-01-10,W,No
6871,2016,400,Yes,2024-01-18,B,Yes
6872,2017,400,Yes,2024-01-02,F,No
6873,2017,200,Yes,2024-01-03,A,Yes
6874,2017,100,Yes,2024-01-19,C,Yes
6875,2017,200,Yes,2024-01-16,A,Yes
6876,2018,200,Yes,2024-01-09,A,Yes
6877,2018,300,Yes,2024-01-06,F,No
6878,2018,200,Yes,2024-01-06,C,Yes
6879,2019,200,Yes,2024-01-06,F,No
6880,2019,100,Yes,2024-01-01,A,Yes
6881,2019,100,Yes,2024-01-07,C,Yes
6882,2019,200,Yes,2024-01-02,C,Yes
6883,2020,100,Yes,2024-01-12,D,Yes
6884,2020,100,Yes,2024-01-17,C,Yes
6885,2020,300,Yes,2024-01-17,A,Yes
6886,2020,200,Yes,2024-01-18,A,Yes
6887,2020,100,Yes,2024-01-10,C,Yes
6888,2021,200,Yes,2024-01-12,B,Yes
6889,2021,400,Yes,2024-01-13,C,Yes
6890,2021,400,Yes,2024-01-02,B,Yes
6891,2021,300,Yes,2024-01-17,A,Yes
6892,2022,100,Yes,2024-01-02,A,Yes
6893,2022,200,Yes,2024-01-15,W,No
6894,2022,300,Yes,2024-01-05,D,Yes
6895,2022,400,Yes,2024-01-11,B,Yes
6896,2022,300,Yes,2024-01-01,A,Yes
6897,2023,200,Yes,2024-01-05,F,No
6898,2023,400,Yes,2024-01-02,D,Yes
6899,2023,400,Yes,2024-01-02,A,Yes
6900,2023,200,Yes,2023-12-31,A,Yes
6901,2023,300,Yes,2024-01-14,C,Yes
6902,2024,400,Yes,2024-01-18,F,No
6903,2024,400,Yes,2024-01-07,F,No
6904,2024,100,Yes,2024-01-08,F,No
6905,2024,200,Yes,2024-01-12,A,Yes
6906,2024,200,Yes,2024-01-19,B,Yes
6907,2025,100,Yes,2024-01-12,A,Yes
6908,2025,200,Yes,2024-01-02,C,Yes
6909,2025,300,Yes,2024-01-09,B,Yes
6910,2026,400,Yes,2024-01-18,C,Yes
6911,2026,100,Yes,2024-01-08,B,Yes
6912,2026,200,Yes,2024-01-13,C,Yes
6913,2027,200,Yes,2024-01-01,B,Yes
6914,2027,300,Yes,2023-12-31,B,Yes
6915,2027,200,Yes,2024-01-09,B,Yes
6916,2027,400,Yes,2024-01-18,B,Yes
6917,2027,200,Yes,2024-01-03,C,Yes
6918,2028,400,Yes,2024-01-16,A,Yes
6919,2028,400,Yes,2024-01-12,B,Yes
6920,2028,300,Yes,2024-01-10,A,Yes
6921,2028,400,Yes,2023-12-31,D,Yes
6922,2029,200,Yes,2024-01-11,C,Yes
6923,2029,100,Yes,2024-01-11,C,Yes
6924,2029,300,Yes,2024-01-01,C,Yes
6925,2030,200,Yes,2024-01-11,B,Yes
6926,2030,200,Yes,2023-12-31,A,Yes
6927,2030,100,Yes,2024-01-11,A,Yes
6928,2030,200,Yes,2024-01-15,D,Yes
6929,2031,300,Yes,2024-01-07,W,No
6930,2031,100,Yes,2024-01-12,D,Yes
6931,2031,300,Yes,2024-01-10,W,No
6932,2031,400,Yes,2024-01-10,C,Yes
6933,2032,300,Yes,2024-01-16,B,Yes
6934,2032,400,Yes,2023-12-31,B,Yes
6935,2032,400,Yes,2024-01-03,B,Yes
6936,2032,400,Yes,2023-12-31,B,Yes
6937,2033,400,Yes,2024-01-07,C,Yes
6938,2033,400,Yes,2023-12-31,F,No
6939,2033,400,Yes,2024-01-14,W,No
6940,2033,400,Yes,2024-01-19,D,Yes
6941,2033,100,Yes,2024-01-06,W,No
6942,2034,300,Yes,2024-01-05,F,No
6943,2034,200,Yes,2024-01-06,D,Yes
6944,2034,300,Yes,2024-01-08,B,Yes
6945,2035,200,Yes,2024-01-01,D,Yes
6946,2035,200,Yes,2024-01-12,D,Yes
6947,2035,400,Yes,2024-01-18,A,Yes
6948,2035,100,Yes,2024-01-11,A,Yes
6949,2035,400,Yes,2024-01-11,B,Yes
6950,2036,300,Yes,2024-01-02,D,Yes
6951,2036,200,Yes,2024-01-15,C,Yes
6952,2036,200,Yes,2024-01-12,W,No
6953,2037,100,Yes,2024-01-06,B,Yes
6954,2037,200,Yes,2024-01-12,C,Yes
6955,2037,200,Yes,2024-01-10,B,Yes
6956,2037,300,Yes,2024-01-06,A,Yes
6957,2038,400,Yes,2024-01-06,W,No
6958,2038,300,Yes,2024-01-08,C,Yes
6959,2038,400,Yes,2024-01-13,A,Yes
6960,2039,100,Yes,2024-01-02,W,No
6961,2039,100,Yes,2024-01-17,A,Yes
6962,2039,100,Yes,2024-01-08,C,Yes
6963,2039,200,Yes,2024-01-12,B,Yes
6964,2039,100,Yes,2024-01-03,D,Yes
6965,2040,200,Yes,2024-01-02,B,Yes
6966,2040,400,Yes,2024-01-13,B,Yes
6967,2040,200,Yes,2024-01-11,B,Yes
6968,2040,300,Yes,2024-01-18,A,Yes
6969,2041,300,Yes,2024-01-02,A,Yes
6970,2041,100,Yes,2024-01-19,A,Yes
6971,2041,100,Yes,2024-01-03,B,Yes
6972,2041,100,Yes,2024-01-04,F,No
6973,2041,200,Yes,2024-01-08,B,Yes
6974,2042,100,Yes,2024-01-11,A,Yes
6975,2042,400,Yes,2024-01-15,A,Yes
6976,2042,400,Yes,2024-01-09,C,Yes
6977,2042,300,Yes,2024-01-14,C,Yes
6978,2042,300,Yes,2024-01-15,B,Yes
6979,2043,400,Yes,2024-01-16,B,Yes
6980,2043,100,Yes,2024-01-04,C,Yes
6981,2043,400,Yes,2024-01-07,B,Yes
6982,2045,300,Yes,2024-01-17,W,No
6983,2045,200,Yes,2024-01-03,A,Yes
6984,2045,400,Yes,2024-01-14,C,Yes
6985,2045,400,Yes,2024-01-18,B,Yes
6986,2045,300,Yes,2024-01-13,F,No
6987,2046,400,Yes,2024-01-14,A,Yes
6988,2046,300,Yes,2024-01-11,B,Yes
6989,2046,300,Yes,2024-01-13,A,Yes
6990,2046,200,Yes,2024-01-03,F,No
6991,2047,100,Yes,2024-01-17,C,Yes
6992,2047,100,Yes,2024-01-18,B,Yes
