student_id,age,gender,major,class_level,international_student,first_generation,admission_term,academic_standing,gpa_band,student_status
1558,29,Male,Computer Science,Senior,No,No,Fall 2023,Good Standing,High,Enrolled
1559,22,Female,Nursing,Junior,No,No,Spring 2023,Good Standing,High,Dropout
1560,34,Male,Business Administration,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate
1561,33,Female,Business Administration,Junior,No,No,Spring 2024,Good Standing,High,Dropout
1562,32,Non-binary,Business Administration,Junior,No,Yes,Fall 2023,Good Standing,Low,Dropout
1563,32,Male,Psychology,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate
1564,22,Non-binary,Computer Science,Freshman,No,No,Fall 2022,Good Standing,Medium,Enrolled
1565,31,Non-binary,Biology,Freshman,Yes,No,Spring 2024,Good Standing,Medium,Graduate
1566,19,Female,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
1567,28,Male,Architecture,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
1568,24,Non-binary,Computer Science,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Graduate
1569,23,Female,Psychology,Sophomore,No,No,Fall 2022,Good Standing,Low,Enrolled
1570,19,Male,Business Administration,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
1571,23,Male,Nursing,Sophomore,No,No,Fall 2023,Warning,Medium,Graduate
1572,19,Non-binary,Business Administration,Freshman,No,No,Fall 2022,Good Standing,Medium,Enrolled
1573,32,Male,Mechanical Engineering,Senior,No,No,Spring 2023,Good Standing,Medium,Enrolled
1574,19,Non-binary,Education,Freshman,No,Yes,Spring 2023,Good Standing,High,Enrolled
1575,23,Male,Nursing,Freshman,No,No,Fall 2022,Good Standing,High,Graduate
1576,18,Female,Business Administration,Junior,No,No,Fall 2023,Good Standing,Low,Dropout
1577,32,Non-binary,Biology,Sophomore,No,No,Fall 2022,Good Standing,High,Dropout
1578,27,Non-binary,Nursing,Senior,Yes,No,Spring 2023,Good Standing,Low,Enrolled
1579,34,Male,Education,Junior,Yes,No,Spring 2023,Good Standing,High,Graduate
1580,22,Male,Architecture,Senior,No,Yes,Fall 2022,Warning,Medium,Graduate
1581,21,Non-binary,Computer Science,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate
1582,27,Male,Psychology,Sophomore,No,Yes,Fall 2023,Good Standing,High,Enrolled
1583,34,Female,Architecture,Freshman,No,No,Spring 2024,Good Standing,Medium,Enrolled
1584,27,Male,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled
1585,34,Female,Mechanical Engineering,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Dropout
1586,22,Female,Computer Science,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate
1587,19,Female,Architecture,Sophomore,No,No,Fall 2023,Good Standing,High,Dropout
1588,23,Female,Business Administration,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
1589,19,Female,Computer Science,Senior,No,Yes,Fall 2023,Good Standing,High,Graduate
1590,30,Male,Architecture,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Graduate
1591,28,Female,Mechanical Engineering,Senior,No,No,Spring 2024,Good Standing,Low,Enrolled
1592,28,Male,Business Administration,Sophomore,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1593,33,Female,Education,Senior,No,No,Spring 2023,Good Standing,Medium,Dropout
1594,28,Non-binary,Education,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
1595,32,Female,Mechanical Engineering,Junior,No,Yes,Fall 2022,Good Standing,High,Graduate
1596,33,Non-binary,Nursing,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate
1597,28,Female,Mechanical Engineering,Sophomore,No,No,Fall 2022,Warning,Medium,Dropout
1598,33,Female,Nursing,Sophomore,Yes,No,Fall 2022,Good Standing,High,Dropout
1599,25,Female,Business Administration,Junior,No,Yes,Spring 2024,Warning,Low,Enrolled
1600,21,Non-binary,Architecture,Junior,Yes,No,Spring 2023,Good Standing,Medium,Enrolled
1601,25,Non-binary,Nursing,Junior,No,Yes,Fall 2022,Good Standing,High,Dropout
1602,21,Female,Business Administration,Senior,Yes,No,Spring 2023,Good Standing,Medium,Enrolled
1603,20,Male,Business Administration,Senior,No,Yes,Fall 2022,Good Standing,Medium,Graduate
1604,20,Female,Biology,Junior,No,No,Spring 2023,Good Standing,High,Enrolled
1605,22,Non-binary,Psychology,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate
1606,27,Female,Business Administration,Freshman,No,No,Fall 2022,Warning,Low,Enrolled
1607,23,Non-binary,Nursing,Sophomore,No,No,Spring 2024,Good Standing,Medium,Enrolled
1608,18,Non-binary,Psychology,Freshman,No,Yes,Spring 2023,Good Standing,Low,Dropout
1609,22,Non-binary,Psychology,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled
1610,26,Female,Business Administration,Senior,Yes,Yes,Fall 2022,Good Standing,Low,Dropout
1611,29,Non-binary,Mechanical Engineering,Senior,No,Yes,Spring 2023,Good Standing,High,Enrolled
1612,31,Non-binary,Mechanical Engineering,Freshman,Yes,Yes,Spring 2023,Good Standing,Medium,Enrolled
1613,19,Female,Education,Senior,No,No,Spring 2024,Good Standing,High,Enrolled
1614,34,Non-binary,Psychology,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate
1615,31,Female,Business Administration,Junior,No,No,Spring 2024,Good Standing,Low,Dropout
1616,30,Non-binary,Biology,Freshman,No,No,Spring 2023,Good Standing,High,Dropout
1617,26,Male,Mechanical Engineering,Freshman,No,No,Spring 2023,Good Standing,Medium,Dropout
1618,32,Male,Biology,Sophomore,No,No,Spring 2024,Probation,Medium,Enrolled
1619,32,Non-binary,Business Administration,Senior,No,Yes,Spring 2024,Probation,High,Graduate
1620,28,Male,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,High,Enrolled
1621,33,Female,Architecture,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Dropout
1622,34,Male,Psychology,Junior,No,Yes,Spring 2024,Good Standing,High,Enrolled
1623,21,Non-binary,Architecture,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate
1624,18,Non-binary,Biology,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate
1625,25,Female,Architecture,Junior,No,No,Spring 2023,Probation,Medium,Enrolled
1626,34,Non-binary,Education,Sophomore,No,Yes,Fall 2022,Good Standing,High,Graduate
1627,20,Female,Psychology,Junior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1628,32,Male,Computer Science,Senior,No,No,Fall 2022,Good Standing,High,Dropout
1629,32,Male,Architecture,Junior,No,No,Fall 2023,Warning,Low,Enrolled
1630,31,Female,Biology,Junior,No,Yes,Spring 2023,Probation,Medium,Graduate
1631,31,Female,Mechanical Engineering,Junior,No,No,Spring 2023,Good Standing,Low,Enrolled
1632,19,Non-binary,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Graduate
1633,30,Male,Mechanical Engineering,Senior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
1634,31,Female,Nursing,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1635,24,Male,Business Administration,Sophomore,No,No,Fall 2022,Good Standing,High,Dropout
1636,20,Female,Psychology,Sophomore,Yes,No,Fall 2023,Good Standing,Medium,Graduate
1637,32,Male,Mechanical Engineering,Junior,No,Yes,Spring 2023,Good Standing,High,Graduate
1638,31,Non-binary,Computer Science,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled
1639,28,Male,Mechanical Engineering,Sophomore,No,No,Fall 2022,Good Standing,Medium,Dropout
1640,32,Male,Education,Sophomore,Yes,No,Spring 2024,Good Standing,Low,Dropout
1641,30,Male,Business Administration,Junior,Yes,No,Fall 2023,Good Standing,Medium,Graduate
1642,23,Male,Biology,Junior,Yes,Yes,Fall 2023,Good Standing,High,Dropout
1643,20,Male,Business Administration,Sophomore,Yes,No,Fall 2022,Good Standing,Medium,Dropout
1644,32,Non-binary,Architecture,Sophomore,No,No,Fall 2023,Good Standing,High,Dropout
1645,22,Female,Biology,Senior,No,Yes,Spring 2024,Probation,High,Dropout
1646,27,Male,Biology,Freshman,No,No,Spring 2023,Good Standing,High,Graduate
1647,24,Non-binary,Architecture,Senior,No,No,Fall 2022,Good Standing,Low,Dropout
1648,34,Male,Psychology,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled
1649,24,Male,Architecture,Senior,No,No,Spring 2024,Good Standing,Medium,Enrolled
1650,29,Female,Nursing,Senior,No,Yes,Spring 2023,Probation,High,Graduate
1651,34,Male,Biology,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate
1652,30,Non-binary,Biology,Junior,Yes,Yes,Fall 2022,Good Standing,Medium,Enrolled
1653,21,Non-binary,Architecture,Sophomore,No,Yes,Fall 2023,Warning,Medium,Graduate
1654,27,Female,Psychology,Junior,No,No,Fall 2023,Good Standing,High,Enrolled
1655,20,Male,Mechanical Engineering,Sophomore,Yes,No,Fall 2023,Good Standing,Medium,Graduate
1656,26,Non-binary,Education,Sophomore,Yes,No,Spring 2023,Good Standing,Medium,Graduate
1657,30,Male,Computer Science,Sophomore,No,Yes,Spring 2023,Good Standing,High,Enrolled
1658,32,Male,Psychology,Freshman,Yes,No,Fall 2023,Good Standing,Low,Enrolled
1659,21,Male,Nursing,Junior,No,No,Fall 2023,Good Standing,High,Graduate
1660,32,Female,Psychology,Freshman,Yes,No,Fall 2022,Good Standing,Medium,Graduate
1661,19,Male,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate
1662,32,Non-binary,Mechanical Engineering,Senior,No,No,Spring 2024,Good Standing,High,Graduate
1663,25,Male,Mechanical Engineering,Freshman,No,No,Spring 2024,Probation,Low,Enrolled
1664,25,Non-binary,Biology,Junior,No,Yes,Fall 2022,Probation,Low,Dropout
1665,34,Male,Mechanical Engineering,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Graduate
1666,29,Non-binary,Mechanical Engineering,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout
1667,27,Non-binary,Architecture,Senior,No,No,Fall 2022,Good Standing,Low,Enrolled
1668,26,Male,Mechanical Engineering,Freshman,Yes,Yes,Spring 2023,Probation,Medium,Enrolled
1669,22,Male,Mechanical Engineering,Junior,Yes,No,Fall 2022,Good Standing,Low,Enrolled
1670,23,Non-binary,Computer Science,Freshman,No,No,Spring 2023,Warning,Medium,Enrolled
1671,19,Female,Nursing,Senior,No,No,Fall 2023,Warning,Medium,Graduate
1672,30,Male,Biology,Senior,No,Yes,Fall 2022,Good Standing,Medium,Dropout
1673,23,Female,Architecture,Junior,No,No,Fall 2023,Good Standing,High,Graduate
1674,22,Male,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,Low,Dropout
1675,18,Male,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,High,Graduate
1676,23,Male,Nursing,Senior,No,Yes,Fall 2022,Good Standing,Low,Enrolled
1677,23,Male,Architecture,Sophomore,Yes,No,Spring 2024,Good Standing,Medium,Graduate
1678,33,Female,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
1679,21,Male,Mechanical Engineering,Sophomore,No,No,Fall 2022,Good Standing,High,Enrolled
1680,28,Non-binary,Biology,Sophomore,No,No,Spring 2024,Probation,Low,Dropout
1681,26,Non-binary,Psychology,Freshman,No,Yes,Fall 2023,Good Standing,High,Enrolled
1682,20,Female,Architecture,Senior,No,No,Spring 2024,Good Standing,Medium,Dropout
1683,25,Male,Architecture,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
1684,22,Non-binary,Biology,Senior,Yes,Yes,Fall 2023,Good Standing,High,Graduate
1685,21,Female,Mechanical Engineering,Freshman,Yes,Yes,Fall 2023,Good Standing,Low,Enrolled
1686,23,Male,Business Administration,Junior,No,Yes,Spring 2023,Good Standing,High,Dropout
1687,19,Non-binary,Computer Science,Senior,No,No,Fall 2023,Probation,Medium,Graduate
1688,28,Non-binary,Psychology,Senior,No,No,Fall 2022,Good Standing,Medium,Enrolled
1689,21,Female,Psychology,Junior,No,No,Spring 2024,Good Standing,High,Graduate
1690,32,Male,Business Administration,Junior,No,No,Spring 2023,Probation,High,Graduate
1691,23,Male,Mechanical Engineering,Freshman,No,No,Fall 2023,Good Standing,Medium,Enrolled
1692,34,Non-binary,Architecture,Senior,No,No,Spring 2024,Good Standing,Low,Dropout
1693,23,Non-binary,Architecture,Senior,No,No,Fall 2022,Good Standing,High,Graduate
1694,19,Non-binary,Computer Science,Freshman,Yes,No,Fall 2022,Good Standing,High,Graduate
1695,32,Male,Psychology,Senior,No,Yes,Spring 2023,Good Standing,Low,Dropout
1696,28,Female,Computer Science,Sophomore,No,Yes,Fall 2022,Good Standing,High,Enrolled
1697,25,Female,Psychology,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Graduate
1698,30,Male,Mechanical Engineering,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled
1699,29,Female,Education,Senior,No,No,Fall 2022,Good Standing,High,Enrolled
1700,22,Non-binary,Psychology,Sophomore,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1701,23,Female,Education,Sophomore,Yes,Yes,Spring 2024,Warning,Low,Enrolled
1702,21,Female,Psychology,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Graduate
1703,18,Female,Architecture,Freshman,No,No,Fall 2023,Good Standing,Medium,Enrolled
1704,34,Non-binary,Nursing,Junior,No,Yes,Spring 2024,Probation,Medium,Graduate
1705,29,Male,Mechanical Engineering,Junior,No,Yes,Spring 2023,Good Standing,Medium,Graduate
1706,32,Non-binary,Business Administration,Junior,No,Yes,Fall 2022,Probation,High,Graduate
1707,18,Male,Education,Junior,No,No,Spring 2023,Warning,Medium,Enrolled
1708,31,Male,Business Administration,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate
1709,23,Male,Mechanical Engineering,Freshman,No,No,Spring 2023,Good Standing,High,Enrolled
1710,22,Female,Biology,Freshman,No,Yes,Fall 2023,Good Standing,Low,Dropout
1711,28,Female,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate
1712,21,Male,Mechanical Engineering,Sophomore,Yes,Yes,Spring 2024,Good Standing,Low,Enrolled
1713,30,Male,Architecture,Junior,No,Yes,Fall 2023,Good Standing,High,Graduate
1714,28,Female,Business Administration,Sophomore,No,No,Spring 2024,Good Standing,Low,Enrolled
1715,20,Non-binary,Education,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1716,18,Male,Nursing,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled
1717,23,Non-binary,Business Administration,Junior,No,Yes,Fall 2022,Good Standing,Low,Dropout
1718,27,Female,Education,Junior,No,Yes,Spring 2024,Good Standing,Low,Enrolled
1719,22,Male,Psychology,Senior,Yes,No,Fall 2022,Good Standing,Low,Enrolled
1720,27,Non-binary,Mechanical Engineering,Sophomore,No,No,Spring 2024,Warning,High,Enrolled
1721,29,Non-binary,Computer Science,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate
1722,19,Non-binary,Biology,Sophomore,No,No,Fall 2023,Good Standing,High,Enrolled
1723,30,Female,Architecture,Sophomore,Yes,No,Fall 2022,Probation,Medium,Enrolled
1724,25,Female,Computer Science,Senior,No,No,Spring 2023,Good Standing,Low,Enrolled
1725,19,Non-binary,Architecture,Junior,No,No,Spring 2023,Good Standing,High,Graduate
1726,18,Non-binary,Mechanical Engineering,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
1727,22,Female,Architecture,Sophomore,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
1728,26,Non-binary,Nursing,Senior,No,No,Spring 2023,Warning,High,Graduate
1729,34,Non-binary,Business Administration,Senior,No,Yes,Fall 2023,Good Standing,High,Dropout
1730,26,Female,Nursing,Sophomore,No,Yes,Fall 2023,Probation,High,Graduate
1731,28,Non-binary,Computer Science,Senior,No,Yes,Fall 2023,Good Standing,High,Enrolled
1732,32,Non-binary,Biology,Sophomore,No,Yes,Spring 2024,Probation,Medium,Enrolled
1733,23,Non-binary,Education,Junior,No,Yes,Fall 2022,Warning,Medium,Dropout
1734,20,Female,Biology,Freshman,No,Yes,Spring 2024,Good Standing,High,Dropout
1735,34,Non-binary,Mechanical Engineering,Senior,No,Yes,Spring 2023,Good Standing,Low,Dropout
1736,22,Female,Mechanical Engineering,Freshman,Yes,Yes,Fall 2022,Good Standing,Medium,Enrolled
1737,29,Female,Nursing,Sophomore,No,No,Spring 2023,Probation,Medium,Graduate
1738,31,Male,Education,Sophomore,No,Yes,Fall 2022,Good Standing,High,Dropout
1739,28,Male,Nursing,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
1740,26,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
1741,19,Female,Psychology,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled
1742,29,Male,Education,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate
1743,20,Non-binary,Psychology,Junior,No,Yes,Fall 2022,Good Standing,High,Graduate
1744,20,Male,Biology,Junior,No,Yes,Spring 2024,Probation,Low,Dropout
1745,18,Male,Business Administration,Senior,No,No,Spring 2023,Good Standing,Medium,Dropout
1746,25,Female,Architecture,Junior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
1747,25,Female,Architecture,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout
1748,28,Male,Psychology,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate
1749,26,Male,Computer Science,Sophomore,No,Yes,Spring 2023,Probation,Medium,Graduate
1750,22,Female,Biology,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
1751,31,Non-binary,Psychology,Freshman,No,No,Spring 2024,Good Standing,High,Dropout
1752,20,Female,Business Administration,Freshman,No,Yes,Spring 2023,Good Standing,Low,Dropout
1753,22,Male,Psychology,Freshman,Yes,Yes,Spring 2024,Probation,Medium,Dropout
1754,22,Non-binary,Mechanical Engineering,Senior,Yes,No,Fall 2023,Warning,Medium,Enrolled
1755,31,Male,Nursing,Freshman,No,No,Spring 2023,Good Standing,Low,Enrolled
1756,21,Non-binary,Computer Science,Junior,Yes,Yes,Fall 2023,Good Standing,Medium,Enrolled
1757,30,Male,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,Medium,Graduate
1758,27,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,Low,Dropout
1759,25,Non-binary,Business Administration,Senior,No,No,Fall 2022,Good Standing,High,Enrolled
1760,25,Male,Nursing,Freshman,No,No,Spring 2023,Warning,High,Graduate
1761,24,Non-binary,Nursing,Senior,Yes,No,Fall 2023,Probation,High,Graduate
1762,25,Female,Education,Freshman,No,Yes,Spring 2023,Probation,Low,Enrolled
1763,31,Male,Biology,Freshman,No,No,Fall 2023,Good Standing,High,Graduate
1764,23,Female,Computer Science,Senior,No,No,Spring 2024,Good Standing,Medium,Enrolled
1765,18,Male,Biology,Sophomore,Yes,No,Spring 2023,Good Standing,High,Enrolled
1766,32,Non-binary,Business Administration,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Graduate
1767,18,Non-binary,Computer Science,Senior,Yes,Yes,Spring 2024,Good Standing,Medium,Graduate
1768,34,Non-binary,Education,Sophomore,No,No,Fall 2023,Good Standing,Low,Dropout
1769,18,Male,Psychology,Junior,No,Yes,Spring 2023,Good Standing,Medium,Graduate
1770,32,Female,Mechanical Engineering,Junior,Yes,No,Fall 2023,Good Standing,Medium,Enrolled
1771,19,Female,Computer Science,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1772,31,Male,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
1773,25,Male,Mechanical Engineering,Junior,No,Yes,Spring 2023,Good Standing,Low,Dropout
1774,25,Female,Business Administration,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout
1775,24,Female,Biology,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled
1776,23,Female,Psychology,Junior,No,No,Spring 2024,Good Standing,Low,Dropout
1777,23,Female,Business Administration,Junior,Yes,No,Fall 2022,Probation,Medium,Graduate
1778,20,Male,Architecture,Senior,No,Yes,Fall 2023,Good Standing,High,Graduate
1779,24,Male,Psychology,Freshman,No,Yes,Fall 2022,Good Standing,High,Enrolled
1780,25,Non-binary,Psychology,Senior,No,No,Spring 2024,Good Standing,Low,Enrolled
1781,27,Female,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate
1782,32,Non-binary,Business Administration,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate
1783,32,Male,Business Administration,Freshman,No,No,Spring 2024,Good Standing,Low,Dropout
1784,18,Male,Computer Science,Junior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
1785,24,Non-binary,Biology,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate
1786,21,Female,Architecture,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate
1787,23,Female,Business Administration,Freshman,No,Yes,Fall 2023,Probation,Medium,Enrolled
1788,18,Female,Computer Science,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Dropout
1789,22,Female,Architecture,Freshman,No,No,Fall 2023,Good Standing,High,Graduate
1790,18,Non-binary,Nursing,Senior,Yes,Yes,Fall 2023,Warning,High,Graduate
1791,21,Non-binary,Nursing,Sophomore,No,No,Fall 2022,Probation,Medium,Graduate
1792,19,Male,Architecture,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Dropout
1793,27,Female,Nursing,Sophomore,No,No,Fall 2023,Probation,Medium,Enrolled
1794,22,Female,Education,Senior,No,No,Spring 2023,Good Standing,Low,Enrolled
1795,27,Female,Business Administration,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate
1796,18,Non-binary,Education,Freshman,No,No,Fall 2022,Good Standing,Low,Dropout
1797,23,Female,Biology,Freshman,No,Yes,Fall 2022,Good Standing,High,Dropout
1798,30,Non-binary,Business Administration,Sophomore,No,No,Spring 2023,Good Standing,Medium,Enrolled
1799,32,Female,Computer Science,Sophomore,No,No,Spring 2023,Good Standing,Medium,Enrolled
1800,21,Female,Education,Junior,No,No,Spring 2024,Good Standing,High,Enrolled
1801,30,Male,Education,Senior,No,Yes,Fall 2023,Good Standing,Medium,Dropout
1802,32,Female,Biology,Senior,No,Yes,Fall 2022,Good Standing,Low,Enrolled
1803,25,Female,Education,Sophomore,No,Yes,Fall 2022,Warning,Medium,Dropout
1804,22,Male,Psychology,Junior,No,No,Fall 2023,Good Standing,Low,Enrolled
1805,32,Non-binary,Computer Science,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
1806,21,Non-binary,Nursing,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
1807,29,Female,Computer Science,Senior,No,No,Spring 2023,Good Standing,Medium,Enrolled
1808,30,Non-binary,Psychology,Senior,No,No,Spring 2023,Good Standing,High,Dropout
1809,19,Female,Biology,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout
1810,21,Male,Biology,Freshman,No,Yes,Fall 2022,Warning,Medium,Graduate
1811,21,Male,Business Administration,Senior,No,No,Fall 2023,Good Standing,Low,Dropout
1812,28,Female,Computer Science,Freshman,No,No,Spring 2023,Good Standing,Medium,Enrolled
1813,22,Male,Architecture,Freshman,No,No,Spring 2024,Good Standing,Medium,Dropout
1814,28,Male,Architecture,Freshman,No,No,Spring 2024,Good Standing,High,Enrolled
1815,27,Female,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Enrolled
1816,25,Female,Education,Freshman,No,Yes,Fall 2023,Probation,Medium,Graduate
1817,23,Male,Biology,Junior,No,No,Spring 2024,Warning,Low,Enrolled
1818,23,Non-binary,Biology,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate
1819,25,Non-binary,Biology,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
1820,32,Female,Biology,Senior,No,Yes,Fall 2023,Warning,Medium,Graduate
1821,31,Female,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1822,28,Non-binary,Architecture,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate
1823,29,Male,Nursing,Junior,No,No,Fall 2023,Probation,Medium,Enrolled
1824,30,Non-binary,Nursing,Freshman,Yes,No,Spring 2024,Good Standing,Medium,Graduate
1825,25,Non-binary,Business Administration,Senior,No,No,Spring 2024,Good Standing,Low,Dropout
1826,18,Non-binary,Biology,Junior,No,Yes,Spring 2023,Good Standing,High,Enrolled
1827,32,Non-binary,Architecture,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
1828,25,Female,Computer Science,Junior,No,No,Fall 2022,Good Standing,High,Enrolled
1829,28,Female,Psychology,Freshman,No,No,Fall 2023,Good Standing,High,Dropout
1830,29,Male,Business Administration,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Graduate
1831,29,Male,Architecture,Freshman,No,No,Fall 2023,Good Standing,High,Graduate
1832,21,Male,Computer Science,Sophomore,Yes,No,Spring 2024,Good Standing,Medium,Dropout
1833,33,Male,Biology,Freshman,No,No,Spring 2023,Good Standing,High,Dropout
1834,21,Non-binary,Mechanical Engineering,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
1835,22,Female,Biology,Senior,No,Yes,Fall 2023,Probation,High,Enrolled
1836,22,Female,Nursing,Junior,Yes,Yes,Spring 2023,Good Standing,High,Enrolled
1837,25,Male,Psychology,Junior,No,No,Fall 2023,Good Standing,Low,Dropout
1838,27,Male,Architecture,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate
1839,34,Non-binary,Architecture,Freshman,Yes,Yes,Fall 2022,Probation,Low,Enrolled
1840,26,Non-binary,Education,Freshman,Yes,Yes,Spring 2024,Good Standing,High,Graduate
1841,31,Male,Psychology,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate
1842,25,Female,Education,Sophomore,No,No,Fall 2023,Good Standing,Medium,Dropout
1843,26,Female,Psychology,Sophomore,No,No,Fall 2023,Good Standing,High,Dropout
1844,28,Female,Nursing,Senior,Yes,Yes,Spring 2023,Probation,Medium,Enrolled
1845,18,Male,Education,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate
1846,31,Female,Computer Science,Junior,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
1847,22,Non-binary,Education,Junior,No,Yes,Spring 2024,Probation,Medium,Dropout
1848,31,Non-binary,Business Administration,Senior,Yes,No,Spring 2024,Warning,Medium,Graduate
1849,21,Male,Computer Science,Junior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
1850,18,Non-binary,Business Administration,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
1851,25,Male,Biology,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled
1852,32,Female,Psychology,Junior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
1853,32,Female,Computer Science,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
1854,26,Female,Psychology,Sophomore,No,Yes,Spring 2023,Probation,Medium,Graduate
1855,26,Non-binary,Biology,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate
1856,27,Male,Mechanical Engineering,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
1857,26,Female,Architecture,Junior,No,No,Spring 2023,Good Standing,High,Graduate
1858,20,Male,Psychology,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
1859,28,Female,Biology,Senior,No,No,Fall 2022,Probation,Medium,Graduate
1860,23,Non-binary,Psychology,Freshman,No,No,Fall 2022,Good Standing,Medium,Enrolled
1861,19,Non-binary,Biology,Freshman,Yes,Yes,Fall 2023,Good Standing,Medium,Dropout
1862,24,Male,Business Administration,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
