student_id,age,gender,major,class_level,international_student,first_generation,admission_term,academic_standing,gpa_band,student_status,at_risk_score,risk_category,at_risk_flag,latest_placement_score,placement_language,total_test_attempts,retake_required,has_hold,unresolved_hold_flag,avg_days_to_resolve_hold,intervention_received_flag,intervention_type,enrolled_flag,completed_flag,placement_score_band,hold_resolution_category,enrollment_delay_flag
1279,18,Female,Education,Senior,No,No,Fall 2022,Good Standing,Medium,Enrolled,3,Medium Risk,1,66.0,Spanish,1,Yes,Yes,No,14.0,No,No Intervention,Yes,No,Medium,Moderate (8-14 days),No
1280,25,Female,Psychology,Junior,No,No,Spring 2023,Warning,Medium,Graduate,3,Medium Risk,1,42.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1281,31,Non-binary,Education,Junior,Yes,No,Spring 2024,Good Standing,Medium,Graduate,0,Low Risk,0,72.0,Spanish,1,No,Yes,No,11.0,Yes,At-Risk Outreach,Yes,No,Medium,Moderate (8-14 days),No
1282,33,Non-binary,Computer Science,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout,3,Medium Risk,1,71.0,Spanish,2,Yes,Yes,No,20.0,Yes,Career Counseling,Yes,No,Medium,Slow (>14 days),Yes
1283,31,Male,Psychology,Sophomore,Yes,No,Fall 2023,Good Standing,High,Graduate,2,Medium Risk,1,65.0,Math,2,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1284,29,Male,Business Administration,Junior,No,No,Spring 2023,Warning,High,Enrolled,2,Medium Risk,1,92.0,English,1,No,Yes,No,11.5,Yes,Academic Planning,Yes,No,High,Moderate (8-14 days),No
1285,32,Female,Psychology,Sophomore,No,Yes,Spring 2023,Warning,Medium,Enrolled,1,Low Risk,0,73.0,Spanish,1,No,No,No,,Yes,Career Counseling,Yes,Yes,Medium,No Hold,No
1286,19,Non-binary,Computer Science,Sophomore,No,No,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,83.0,Math,1,Yes,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
1287,19,Non-binary,Mechanical Engineering,Junior,No,No,Spring 2024,Good Standing,High,Graduate,2,Medium Risk,1,81.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1288,34,Non-binary,Education,Freshman,No,No,Spring 2023,Good Standing,Low,Dropout,3,Medium Risk,1,71.0,English,2,Yes,No,No,,Yes,Financial Aid Guidance,Yes,Yes,Medium,No Hold,No
1289,27,Female,Architecture,Sophomore,No,No,Fall 2022,Good Standing,Medium,Dropout,2,Medium Risk,1,97.0,English,1,No,Yes,No,12.0,No,No Intervention,Yes,No,High,Moderate (8-14 days),No
1290,23,Non-binary,Education,Junior,No,Yes,Fall 2023,Good Standing,Medium,Graduate,3,Medium Risk,1,52.0,English,1,Yes,Yes,No,13.5,No,No Intervention,Yes,Yes,Low,Moderate (8-14 days),No
1291,32,Non-binary,Business Administration,Sophomore,No,No,Spring 2023,Good Standing,Medium,Dropout,3,Medium Risk,1,80.0,Spanish,2,Yes,Yes,No,6.0,No,No Intervention,Yes,Yes,Medium,Quick (<=7 days),No
1292,28,Female,Psychology,Senior,No,Yes,Spring 2023,Probation,High,Graduate,2,Medium Risk,1,54.0,Spanish,1,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1293,22,Male,Business Administration,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate,2,Medium Risk,1,55.0,Math,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1294,18,Male,Mechanical Engineering,Freshman,Yes,Yes,Fall 2023,Probation,Medium,Enrolled,3,Medium Risk,1,60.0,Math,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1295,25,Female,Psychology,Senior,No,No,Fall 2022,Good Standing,High,Dropout,2,Medium Risk,1,73.0,Math,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1296,29,Non-binary,Architecture,Senior,Yes,No,Fall 2022,Good Standing,Low,Enrolled,4,High Risk,1,56.0,Math,1,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1297,29,Female,Psychology,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate,2,Medium Risk,1,81.0,Spanish,1,No,Yes,No,19.0,No,No Intervention,Yes,Yes,High,Slow (>14 days),Yes
1298,22,Male,Architecture,Senior,No,No,Spring 2023,Good Standing,High,Dropout,2,Medium Risk,1,64.0,Math,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1299,24,Male,Business Administration,Freshman,Yes,No,Fall 2023,Good Standing,Medium,Graduate,1,Low Risk,0,99.0,English,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1300,21,Female,Business Administration,Senior,No,No,Fall 2023,Good Standing,High,Graduate,2,Medium Risk,1,64.0,English,1,Yes,Yes,No,18.0,No,No Intervention,Yes,No,Medium,Slow (>14 days),Yes
1301,23,Female,Computer Science,Junior,No,No,Spring 2023,Probation,Low,Dropout,5,High Risk,1,93.0,English,1,No,Yes,Yes,21.0,No,No Intervention,,,High,Slow (>14 days),Yes
1302,30,Male,Biology,Junior,No,No,Fall 2023,Good Standing,Medium,Enrolled,3,Medium Risk,1,52.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1303,32,Female,Biology,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate,3,Medium Risk,1,94.0,English,1,No,Yes,Yes,,No,No Intervention,,,High,No Hold,Yes
1304,20,Male,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate,3,Medium Risk,1,46.0,Math,1,Yes,Yes,No,16.0,No,No Intervention,Yes,Yes,Low,Slow (>14 days),Yes
1305,25,Female,Biology,Junior,Yes,Yes,Spring 2024,Probation,Medium,Graduate,0,Low Risk,0,94.0,Spanish,1,Yes,No,No,,Yes,Academic Planning,Yes,Yes,High,No Hold,No
1306,33,Female,Computer Science,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate,3,Medium Risk,1,43.0,English,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1307,30,Female,Education,Junior,No,Yes,Spring 2024,Good Standing,Medium,Dropout,3,Medium Risk,1,83.0,English,1,No,Yes,No,11.0,No,No Intervention,Yes,No,High,Moderate (8-14 days),No
1308,27,Male,Architecture,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate,1,Low Risk,0,67.0,Spanish,1,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1309,34,Female,Psychology,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Dropout,3,Medium Risk,1,43.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1310,22,Male,Business Administration,Senior,No,No,Fall 2023,Probation,Medium,Enrolled,3,Medium Risk,1,48.0,Spanish,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1311,26,Male,Psychology,Senior,No,Yes,Fall 2022,Good Standing,High,Graduate,1,Low Risk,0,73.0,Math,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1312,29,Female,Psychology,Senior,No,Yes,Fall 2023,Good Standing,High,Graduate,2,Medium Risk,1,69.0,Math,1,No,Yes,No,24.0,No,No Intervention,Yes,Yes,Medium,Slow (>14 days),Yes
1313,18,Female,Nursing,Sophomore,Yes,Yes,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,67.0,Spanish,1,No,Yes,No,9.0,Yes,Academic Planning,Yes,No,Medium,Moderate (8-14 days),No
1314,18,Male,Education,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate,2,Medium Risk,1,42.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1315,32,Male,Nursing,Senior,No,No,Fall 2023,Good Standing,Low,Dropout,2,Medium Risk,1,89.0,Math,1,No,No,No,,Yes,Academic Planning,Yes,Yes,High,No Hold,No
1316,19,Non-binary,Biology,Junior,Yes,Yes,Spring 2024,Good Standing,High,Enrolled,4,High Risk,1,58.0,Math,2,Yes,Yes,No,15.5,Yes,At-Risk Outreach,Yes,Yes,Low,Slow (>14 days),Yes
1317,33,Male,Psychology,Junior,No,Yes,Spring 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,82.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1318,25,Non-binary,Architecture,Senior,No,Yes,Fall 2022,Good Standing,High,Graduate,1,Low Risk,0,93.0,English,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1319,30,Non-binary,Business Administration,Freshman,No,No,Fall 2022,Good Standing,Low,Dropout,5,High Risk,1,56.0,Spanish,2,Yes,Yes,No,28.0,Yes,At-Risk Outreach,Yes,No,Low,Slow (>14 days),Yes
1320,18,Non-binary,Architecture,Freshman,No,No,Fall 2022,Good Standing,Low,Enrolled,2,Medium Risk,1,89.0,Math,1,No,No,No,,Yes,At-Risk Outreach,Yes,Yes,High,No Hold,No
1321,33,Female,Psychology,Senior,No,Yes,Fall 2023,Good Standing,High,Enrolled,1,Low Risk,0,77.0,Spanish,1,No,No,No,,Yes,Career Counseling,Yes,No,Medium,No Hold,No
1322,24,Female,Education,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate,1,Low Risk,0,57.0,Spanish,1,Yes,Yes,No,4.0,Yes,Career Counseling,Yes,No,Low,Quick (<=7 days),No
1323,22,Male,Architecture,Sophomore,No,No,Spring 2024,Probation,Medium,Graduate,1,Low Risk,0,78.0,Math,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1324,20,Non-binary,Nursing,Junior,Yes,Yes,Spring 2023,Good Standing,High,Enrolled,2,Medium Risk,1,83.0,English,1,No,Yes,No,26.0,Yes,Career Counseling,Yes,No,High,Slow (>14 days),Yes
1325,29,Female,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate,1,Low Risk,0,97.0,English,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1326,33,Female,Psychology,Junior,No,Yes,Fall 2023,Good Standing,Medium,Graduate,2,Medium Risk,1,99.0,English,2,Yes,Yes,No,27.5,Yes,Financial Aid Guidance,Yes,No,High,Slow (>14 days),Yes
1327,22,Female,Mechanical Engineering,Freshman,No,No,Spring 2024,Warning,High,Enrolled,1,Low Risk,0,92.0,English,1,No,No,No,,Yes,Academic Planning,Yes,Yes,High,No Hold,No
1328,31,Female,Education,Freshman,Yes,Yes,Fall 2022,Probation,Medium,Enrolled,2,Medium Risk,1,92.0,Math,1,Yes,Yes,No,7.0,No,No Intervention,Yes,No,High,Quick (<=7 days),No
1329,22,Female,Education,Senior,No,No,Fall 2023,Good Standing,High,Graduate,1,Low Risk,0,58.0,Spanish,1,Yes,No,No,,Yes,At-Risk Outreach,Yes,Yes,Low,No Hold,No
1330,32,Non-binary,Mechanical Engineering,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,91.0,Math,1,No,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
1331,34,Non-binary,Architecture,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled,5,High Risk,1,50.0,English,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1332,31,Non-binary,Psychology,Senior,No,No,Spring 2024,Good Standing,Medium,Enrolled,1,Low Risk,0,73.0,Spanish,1,No,No,No,,Yes,Academic Planning,Yes,No,Medium,No Hold,No
1333,22,Non-binary,Education,Senior,No,Yes,Fall 2022,Good Standing,High,Graduate,0,Low Risk,0,85.0,Math,1,Yes,No,No,,Yes,Career Counseling,Yes,Yes,High,No Hold,No
1334,29,Male,Business Administration,Junior,No,No,Spring 2023,Good Standing,High,Enrolled,1,Low Risk,0,98.0,Spanish,1,Yes,No,No,,Yes,Career Counseling,Yes,Yes,High,No Hold,No
1335,33,Non-binary,Psychology,Freshman,Yes,Yes,Spring 2023,Probation,Medium,Graduate,3,Medium Risk,1,94.0,Math,2,Yes,Yes,No,29.0,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
1336,33,Female,Psychology,Junior,Yes,No,Fall 2022,Good Standing,Medium,Graduate,2,Medium Risk,1,75.0,Math,1,No,Yes,No,26.0,No,No Intervention,Yes,No,Medium,Slow (>14 days),Yes
1337,24,Non-binary,Nursing,Junior,No,Yes,Spring 2023,Good Standing,Medium,Graduate,1,Low Risk,0,62.0,Math,1,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1338,21,Male,Education,Sophomore,Yes,Yes,Spring 2024,Good Standing,High,Dropout,1,Low Risk,0,0.0,None,0,,No,No,,Yes,Academic Planning,Yes,No,,No Hold,No
1339,18,Female,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,1,Low Risk,0,65.0,English,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1340,22,Non-binary,Mechanical Engineering,Freshman,No,No,Spring 2024,Probation,Low,Dropout,4,High Risk,1,99.0,English,1,No,Yes,Yes,19.0,Yes,Financial Aid Guidance,Yes,No,High,Slow (>14 days),Yes
1341,27,Non-binary,Nursing,Sophomore,No,No,Spring 2023,Good Standing,Low,Dropout,4,High Risk,1,78.0,English,1,No,Yes,No,18.5,No,No Intervention,Yes,Yes,Medium,Slow (>14 days),Yes
1342,22,Non-binary,Architecture,Junior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled,2,Medium Risk,1,52.0,Spanish,1,Yes,No,No,,Yes,Financial Aid Guidance,Yes,Yes,Low,No Hold,No
1343,21,Female,Biology,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate,2,Medium Risk,1,71.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
1344,19,Female,Architecture,Junior,No,No,Fall 2023,Good Standing,High,Graduate,3,Medium Risk,1,44.0,English,1,Yes,Yes,No,16.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
1345,27,Male,Architecture,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled,3,Medium Risk,1,54.0,English,2,Yes,Yes,No,6.5,Yes,Academic Planning,Yes,Yes,Low,Quick (<=7 days),No
1346,18,Female,Nursing,Senior,No,Yes,Spring 2023,Warning,High,Enrolled,2,Medium Risk,1,63.0,Spanish,1,No,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
1347,22,Female,Education,Junior,No,Yes,Fall 2023,Good Standing,Medium,Dropout,3,Medium Risk,1,51.0,Math,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1348,30,Non-binary,Psychology,Freshman,Yes,Yes,Spring 2024,Good Standing,Medium,Enrolled,2,Medium Risk,1,85.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1349,21,Female,Nursing,Senior,Yes,Yes,Spring 2023,Probation,Low,Dropout,6,High Risk,1,42.0,Spanish,1,Yes,Yes,Yes,27.0,No,No Intervention,,,Low,Slow (>14 days),Yes
1350,33,Non-binary,Mechanical Engineering,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate,2,Medium Risk,1,91.0,Math,1,No,Yes,No,14.5,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
1351,33,Non-binary,Nursing,Junior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled,4,High Risk,1,40.0,Spanish,1,Yes,Yes,No,25.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
1352,19,Female,Mechanical Engineering,Senior,Yes,No,Fall 2023,Good Standing,Low,Dropout,3,Medium Risk,1,87.0,Math,1,No,Yes,No,2.0,No,No Intervention,Yes,Yes,High,Quick (<=7 days),No
1353,34,Male,Architecture,Senior,No,No,Spring 2023,Good Standing,High,Enrolled,3,Medium Risk,1,71.0,Math,2,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1354,29,Male,Biology,Senior,No,Yes,Fall 2023,Warning,Low,Dropout,4,High Risk,1,40.0,English,1,Yes,Yes,No,14.0,No,No Intervention,Yes,No,Low,Moderate (8-14 days),No
1355,20,Female,Nursing,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate,0,Low Risk,0,77.0,English,1,No,No,No,,Yes,Career Counseling,Yes,Yes,Medium,No Hold,No
1356,18,Male,Mechanical Engineering,Freshman,No,Yes,Fall 2022,Good Standing,Low,Dropout,6,High Risk,1,58.0,Math,2,Yes,Yes,No,17.5,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
1357,18,Non-binary,Nursing,Junior,No,No,Fall 2022,Good Standing,High,Graduate,2,Medium Risk,1,94.0,Math,2,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1358,28,Non-binary,Biology,Junior,No,No,Spring 2024,Good Standing,High,Dropout,3,Medium Risk,1,56.0,Spanish,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1359,22,Female,Architecture,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate,1,Low Risk,0,68.0,Spanish,1,Yes,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
1360,29,Male,Nursing,Freshman,Yes,No,Spring 2023,Good Standing,Low,Enrolled,3,Medium Risk,1,74.0,Math,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1361,20,Male,Business Administration,Junior,Yes,No,Fall 2022,Good Standing,High,Graduate,1,Low Risk,0,64.0,English,1,No,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
1362,18,Non-binary,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,High,Graduate,1,Low Risk,0,81.0,English,1,No,Yes,No,27.0,Yes,Career Counseling,Yes,Yes,High,Slow (>14 days),Yes
1363,18,Female,Biology,Senior,Yes,Yes,Fall 2023,Good Standing,High,Enrolled,1,Low Risk,0,88.0,English,1,No,No,No,,Yes,Academic Planning,Yes,Yes,High,No Hold,No
1364,25,Male,Mechanical Engineering,Freshman,No,No,Spring 2023,Good Standing,Low,Enrolled,6,High Risk,1,54.0,Spanish,2,Yes,Yes,No,22.0,No,No Intervention,Yes,Yes,Low,Slow (>14 days),Yes
1365,27,Female,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,2,Medium Risk,1,94.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1366,28,Male,Computer Science,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate,3,Medium Risk,1,52.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1367,29,Non-binary,Biology,Junior,No,No,Spring 2023,Good Standing,High,Enrolled,2,Medium Risk,1,76.0,Math,1,Yes,Yes,No,8.0,No,No Intervention,Yes,No,Medium,Moderate (8-14 days),No
1368,30,Non-binary,Nursing,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate,2,Medium Risk,1,55.0,Math,1,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1369,29,Female,Mechanical Engineering,Junior,No,Yes,Spring 2023,Good Standing,High,Dropout,3,Medium Risk,1,60.0,English,2,Yes,Yes,No,7.0,No,No Intervention,Yes,Yes,Low,Quick (<=7 days),No
1370,31,Non-binary,Education,Freshman,No,No,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,69.0,Math,2,Yes,No,No,,Yes,Career Counseling,Yes,No,Medium,No Hold,No
1371,19,Male,Computer Science,Senior,Yes,No,Fall 2022,Good Standing,Medium,Enrolled,4,High Risk,1,58.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1372,20,Non-binary,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,95.0,English,1,No,Yes,No,2.0,No,No Intervention,Yes,No,High,Quick (<=7 days),No
1373,34,Female,Mechanical Engineering,Freshman,Yes,No,Spring 2023,Probation,Low,Dropout,2,Medium Risk,1,61.0,Spanish,1,Yes,Yes,No,3.0,Yes,Financial Aid Guidance,Yes,No,Medium,Quick (<=7 days),No
1374,25,Female,Architecture,Junior,No,No,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,83.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1375,27,Female,Mechanical Engineering,Sophomore,No,Yes,Fall 2023,Probation,Medium,Graduate,0,Low Risk,0,73.0,Spanish,1,No,No,No,,Yes,Career Counseling,Yes,No,Medium,No Hold,No
1376,19,Male,Computer Science,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate,1,Low Risk,0,95.0,Spanish,1,No,Yes,No,5.5,No,No Intervention,Yes,No,High,Quick (<=7 days),No
1377,26,Male,Nursing,Junior,No,Yes,Spring 2024,Probation,High,Enrolled,2,Medium Risk,1,91.0,Math,1,No,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
1378,24,Male,Education,Freshman,No,Yes,Spring 2023,Good Standing,Low,Dropout,4,High Risk,1,87.0,Spanish,1,No,Yes,No,24.0,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
1379,21,Male,Architecture,Junior,No,No,Spring 2023,Good Standing,High,Enrolled,2,Medium Risk,1,91.0,Math,1,No,Yes,No,7.5,No,No Intervention,Yes,No,High,Moderate (8-14 days),No
1380,30,Male,Business Administration,Sophomore,No,No,Spring 2023,Probation,Low,Dropout,4,High Risk,1,73.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1381,28,Non-binary,Architecture,Junior,No,Yes,Spring 2023,Good Standing,High,Enrolled,2,Medium Risk,1,91.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1382,21,Male,Mechanical Engineering,Senior,No,Yes,Spring 2023,Good Standing,High,Dropout,3,Medium Risk,1,55.0,Math,1,Yes,Yes,No,14.5,Yes,At-Risk Outreach,Yes,No,Low,Slow (>14 days),Yes
1383,21,Male,Nursing,Junior,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,4,High Risk,1,57.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1384,27,Non-binary,Biology,Freshman,No,No,Fall 2022,Good Standing,Low,Dropout,4,High Risk,1,73.0,Math,1,Yes,Yes,No,29.0,No,No Intervention,Yes,Yes,Medium,Slow (>14 days),Yes
1385,22,Male,Education,Sophomore,No,Yes,Fall 2022,Good Standing,Low,Dropout,5,High Risk,1,68.0,Spanish,1,No,Yes,Yes,,No,No Intervention,Yes,No,Medium,No Hold,Yes
1386,26,Female,Biology,Freshman,Yes,Yes,Fall 2023,Good Standing,High,Graduate,5,High Risk,1,57.0,English,2,Yes,Yes,Yes,,No,No Intervention,,,Low,No Hold,Yes
1387,20,Male,Education,Senior,No,Yes,Fall 2023,Good Standing,High,Dropout,3,Medium Risk,1,68.0,Math,1,No,Yes,No,21.0,No,No Intervention,Yes,No,Medium,Slow (>14 days),Yes
1388,34,Male,Business Administration,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate,3,Medium Risk,1,64.0,Spanish,1,Yes,Yes,Yes,4.0,No,No Intervention,,,Medium,Quick (<=7 days),Yes
1389,20,Female,Psychology,Freshman,No,No,Spring 2024,Probation,Medium,Graduate,2,Medium Risk,1,46.0,Math,1,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1390,33,Female,Education,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,98.0,English,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
1391,21,Female,Psychology,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate,1,Low Risk,0,0.0,None,0,,Yes,No,8.0,No,No Intervention,Yes,No,,Moderate (8-14 days),No
1392,34,Female,Biology,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Enrolled,2,Medium Risk,1,67.0,English,1,Yes,Yes,No,4.0,No,No Intervention,Yes,No,Medium,Quick (<=7 days),No
1393,24,Male,Education,Senior,No,No,Fall 2023,Probation,Medium,Graduate,1,Low Risk,0,75.0,English,2,Yes,No,No,,Yes,At-Risk Outreach,Yes,Yes,Medium,No Hold,No
1394,22,Female,Business Administration,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate,1,Low Risk,0,64.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1395,29,Female,Computer Science,Junior,No,Yes,Fall 2022,Probation,Low,Enrolled,4,High Risk,1,0.0,None,0,,Yes,No,18.5,No,No Intervention,Yes,Yes,,Slow (>14 days),Yes
1396,34,Non-binary,Business Administration,Junior,No,Yes,Spring 2023,Good Standing,High,Enrolled,2,Medium Risk,1,55.0,Spanish,1,Yes,No,No,,Yes,At-Risk Outreach,Yes,Yes,Low,No Hold,No
1397,30,Female,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate,3,Medium Risk,1,47.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
1398,20,Female,Computer Science,Senior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled,2,Medium Risk,1,86.0,Math,2,Yes,No,No,,Yes,At-Risk Outreach,Yes,No,High,No Hold,No
1399,26,Non-binary,Computer Science,Freshman,No,No,Fall 2022,Good Standing,High,Enrolled,4,High Risk,1,97.0,English,1,Yes,Yes,Yes,7.0,No,No Intervention,Yes,No,High,Quick (<=7 days),Yes
1400,34,Non-binary,Nursing,Freshman,Yes,Yes,Spring 2023,Good Standing,High,Graduate,3,Medium Risk,1,42.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1401,34,Male,Education,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Dropout,5,High Risk,1,50.0,Math,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1402,33,Non-binary,Biology,Freshman,No,No,Fall 2022,Good Standing,Medium,Enrolled,2,Medium Risk,1,77.0,Spanish,1,No,Yes,No,23.0,Yes,Academic Planning,Yes,No,Medium,Slow (>14 days),Yes
1403,30,Male,Nursing,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate,0,Low Risk,0,87.0,Math,1,No,No,No,,Yes,Academic Planning,Yes,No,High,No Hold,No
1404,34,Non-binary,Computer Science,Junior,Yes,No,Fall 2023,Good Standing,Medium,Dropout,3,Medium Risk,1,89.0,English,1,Yes,Yes,No,21.5,No,No Intervention,Yes,Yes,High,Slow (>14 days),Yes
1405,21,Non-binary,Psychology,Senior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled,2,Medium Risk,1,87.0,Math,1,No,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
1406,29,Male,Biology,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled,3,Medium Risk,1,79.0,Math,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1407,26,Non-binary,Psychology,Freshman,No,No,Spring 2023,Good Standing,High,Graduate,0,Low Risk,0,78.0,Math,1,No,No,No,,Yes,Academic Planning,Yes,Yes,Medium,No Hold,No
1408,29,Male,Business Administration,Sophomore,Yes,No,Fall 2022,Good Standing,Medium,Enrolled,2,Medium Risk,1,86.0,Math,1,No,Yes,No,25.0,Yes,At-Risk Outreach,Yes,No,High,Slow (>14 days),Yes
1409,26,Non-binary,Mechanical Engineering,Junior,Yes,No,Spring 2024,Probation,Medium,Graduate,1,Low Risk,0,63.0,English,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
1410,24,Female,Business Administration,Freshman,Yes,Yes,Fall 2022,Good Standing,Medium,Enrolled,3,Medium Risk,1,57.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
1411,31,Non-binary,Business Administration,Junior,No,No,Spring 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,84.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
